NTASData [id=16594275756, subwayLine=BD, stationId=VPK1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=1.9205230959752324, timeString=01.92, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275757, subwayLine=BD, stationId=VPK1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=6.289973126934985, timeString=06.29, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275758, subwayLine=BD, stationId=VPK1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=10.110994179566564, timeString=10.11, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275759, subwayLine=BD, stationId=WAR1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=0.5806298452012385, timeString=00.58, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275760, subwayLine=BD, stationId=WAR1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=5.862848173374614, timeString=05.86, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275761, subwayLine=BD, stationId=WAR1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=10.232298204334366, timeString=10.23, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275762, subwayLine=BD, stationId=KEN1, trainId=204, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275763, subwayLine=BD, stationId=KEN1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=5.662036874303406, timeString=05.66, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275764, subwayLine=BD, stationId=KEN1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=10.944255202476782, timeString=10.94, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275765, subwayLine=BD, stationId=KEN2, trainId=203, trainMessage=Delayed, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16594275766, subwayLine=BD, stationId=KEN2, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=5.662036874303406, timeString=05.66, trainDestination=KEN1, createDate=Sun Sep 17 11:44:28 EDT 2017, systemMessageType=Normal]
