NTASData [id=16593187579, subwayLine=BD, stationId=KEN2, trainId=209, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187580, subwayLine=BD, stationId=KEN2, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187581, subwayLine=BD, stationId=KEN2, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=0.3959380309597524, timeString=00.40, trainDestination=KEN1, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187582, subwayLine=BD, stationId=WAR2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=1.962891239628483, timeString=01.96, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187583, subwayLine=BD, stationId=VPK2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=5.910991474922601, timeString=05.91, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187584, subwayLine=BD, stationId=MST2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=1.0582127554179568, timeString=01.06, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187585, subwayLine=BD, stationId=MST2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=8.150494261300311, timeString=08.15, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187586, subwayLine=BD, stationId=WDB2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=2.79210613003096, timeString=02.79, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187587, subwayLine=BD, stationId=WDB2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=9.884387635913315, timeString=09.88, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187588, subwayLine=BD, stationId=COX2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=4.099373869969041, timeString=04.10, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187589, subwayLine=BD, stationId=COX2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=11.191655375851395, timeString=11.19, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187590, subwayLine=BD, stationId=GWD2, trainId=206, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187591, subwayLine=BD, stationId=GWD2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=5.042297089783283, timeString=05.04, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187592, subwayLine=BD, stationId=GWD2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=12.134578595665639, timeString=12.13, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187593, subwayLine=BD, stationId=DON2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=1.1914814860681116, timeString=01.19, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187594, subwayLine=BD, stationId=DON2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=6.233778575851394, timeString=06.23, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187595, subwayLine=BD, stationId=DON2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=13.326060081733749, timeString=13.33, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187596, subwayLine=BD, stationId=PAP2, trainId=205, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187597, subwayLine=BD, stationId=PAP2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=2.1219484829721367, timeString=02.12, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187598, subwayLine=BD, stationId=PAP2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=7.164245572755419, timeString=07.16, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187599, subwayLine=BD, stationId=CHE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=1.027568916408669, timeString=01.03, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187600, subwayLine=BD, stationId=CHE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=3.149517399380805, timeString=03.15, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187601, subwayLine=BD, stationId=CHE2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=8.191814489164088, timeString=08.19, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187602, subwayLine=BD, stationId=BRD2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=2.105625169040248, timeString=02.11, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187603, subwayLine=BD, stationId=BRD2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=4.227573652012384, timeString=04.23, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187604, subwayLine=BD, stationId=BRD2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=9.269870741795668, timeString=09.27, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187605, subwayLine=BD, stationId=CFK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=3.4695121040247683, timeString=03.47, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187606, subwayLine=BD, stationId=CFK2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=5.591460586996904, timeString=05.59, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187607, subwayLine=BD, stationId=CFK2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=10.633757676780188, timeString=10.63, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187608, subwayLine=BD, stationId=SHE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=4.432252042105263, timeString=04.43, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187609, subwayLine=BD, stationId=SHE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=6.5542005250774, timeString=06.55, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187610, subwayLine=BD, stationId=SHE2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=11.596497614860683, timeString=11.60, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187611, subwayLine=BD, stationId=YNG2, trainId=204, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187612, subwayLine=BD, stationId=YNG2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=5.789627769659443, timeString=05.79, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187613, subwayLine=BD, stationId=YNG2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=7.91157625263158, timeString=07.91, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187614, subwayLine=BD, stationId=BAU2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=0.7904760371517028, timeString=00.79, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187615, subwayLine=BD, stationId=BAU2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.580103806811145, timeString=06.58, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187616, subwayLine=BD, stationId=BAU2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=8.702052289783282, timeString=08.70, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187617, subwayLine=BD, stationId=SGL2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=1.918544024767802, timeString=01.92, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187618, subwayLine=BD, stationId=SGL2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=7.708171794427246, timeString=07.71, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187619, subwayLine=BD, stationId=SGL2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=9.83012027739938, timeString=09.83, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
NTASData [id=16593187620, subwayLine=BD, stationId=BSP2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=2.724307244582044, timeString=02.72, trainDestination=KIP2, createDate=Sun Sep 17 10:23:46 EDT 2017, systemMessageType=Normal]
