NTASData [id=16594599415, subwayLine=YUS, stationId=DUN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=0.08974666666666667, timeString=00.09, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599416, subwayLine=YUS, stationId=DUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=3.282011111111111, timeString=03.28, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599417, subwayLine=YUS, stationId=DUN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.280302222222222, timeString=07.28, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599418, subwayLine=YUS, stationId=COL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=0.9566044444444445, timeString=00.96, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599419, subwayLine=YUS, stationId=COL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.148868888888889, timeString=04.15, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599420, subwayLine=YUS, stationId=COL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=8.14716, timeString=08.15, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599421, subwayLine=YUS, stationId=WEL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.8742622222222223, timeString=01.87, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599422, subwayLine=YUS, stationId=WEL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=5.066526666666666, timeString=05.07, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599423, subwayLine=YUS, stationId=WEL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=9.064817777777778, timeString=09.06, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599424, subwayLine=YUS, stationId=BLO1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.828608888888889, timeString=02.83, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599425, subwayLine=YUS, stationId=BLO1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599426, subwayLine=YUS, stationId=BLO1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=10.019164444444444, timeString=10.02, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599427, subwayLine=YUS, stationId=ROS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.157182222222223, timeString=04.16, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599428, subwayLine=YUS, stationId=ROS1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599429, subwayLine=YUS, stationId=ROS1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=11.347737777777775, timeString=11.35, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599430, subwayLine=YUS, stationId=SUM1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.34543999999999997, timeString=00.35, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599431, subwayLine=YUS, stationId=SUM1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=5.1866, timeString=05.19, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599432, subwayLine=YUS, stationId=SUM1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=8.378864444444444, timeString=08.38, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599433, subwayLine=YUS, stationId=STC1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=1.7536, timeString=01.75, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
NTASData [id=16594599434, subwayLine=YUS, stationId=STC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.594760000000001, timeString=06.59, trainDestination=FIN1, createDate=Sun Sep 17 12:09:18 EDT 2017, systemMessageType=Normal]
