NTASData [id=16593227274, subwayLine=YUS, stationId=QUN1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=0.1902177777777778, timeString=00.19, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227275, subwayLine=YUS, stationId=QUN1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=1.3655444444444442, timeString=01.37, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227276, subwayLine=YUS, stationId=QUN1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=3.4990400000000004, timeString=03.50, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227277, subwayLine=YUS, stationId=DUN1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227278, subwayLine=YUS, stationId=DUN1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=0.9447511111111111, timeString=00.94, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227279, subwayLine=YUS, stationId=DUN1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=2.1200777777777775, timeString=02.12, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227280, subwayLine=YUS, stationId=COL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=0.8668577777777778, timeString=00.87, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227281, subwayLine=YUS, stationId=COL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=1.8116088888888888, timeString=01.81, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227282, subwayLine=YUS, stationId=COL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=2.986935555555556, timeString=02.99, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227283, subwayLine=YUS, stationId=WEL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.7845155555555554, timeString=01.78, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227284, subwayLine=YUS, stationId=WEL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=2.7292666666666667, timeString=02.73, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227285, subwayLine=YUS, stationId=WEL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=3.9045933333333336, timeString=03.90, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227286, subwayLine=YUS, stationId=BLO1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.7388622222222225, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227287, subwayLine=YUS, stationId=BLO1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=3.6836133333333336, timeString=03.68, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227288, subwayLine=YUS, stationId=BLO1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=4.8589400000000005, timeString=04.86, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227289, subwayLine=YUS, stationId=ROS1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=0.5458177777777777, timeString=00.55, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227290, subwayLine=YUS, stationId=ROS1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=4.067435555555556, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227291, subwayLine=YUS, stationId=ROS1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=5.012186666666667, timeString=05.01, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227292, subwayLine=YUS, stationId=SUM1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227293, subwayLine=YUS, stationId=SUM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=1.5752355555555555, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227294, subwayLine=YUS, stationId=SUM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=5.096853333333334, timeString=05.10, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227295, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=1.40816, timeString=01.41, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227296, subwayLine=YUS, stationId=STC1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=2.983395555555556, timeString=02.98, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227297, subwayLine=YUS, stationId=STC1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=6.505013333333332, timeString=06.51, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227298, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.4405955555555554, timeString=03.44, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227299, subwayLine=YUS, stationId=DAV1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=5.015831111111111, timeString=05.02, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227300, subwayLine=YUS, stationId=DAV1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=8.537448888888889, timeString=08.54, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227301, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=5.054777777777778, timeString=05.05, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227302, subwayLine=YUS, stationId=EGL1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=6.630013333333334, timeString=06.63, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227303, subwayLine=YUS, stationId=EGL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=10.151631111111111, timeString=10.15, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227304, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=9.346684444444444, timeString=09.35, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227305, subwayLine=YUS, stationId=LAW1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=10.92192, timeString=10.92, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227306, subwayLine=YUS, stationId=LAW1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=14.443537777777777, timeString=14.44, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227307, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.921, timeString=02.92, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227308, subwayLine=YUS, stationId=YKM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=12.861351111111112, timeString=12.86, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227309, subwayLine=YUS, stationId=YKM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=14.436586666666667, timeString=14.44, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
NTASData [id=16593227310, subwayLine=YUS, stationId=SHP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=6.50735111111111, timeString=06.51, trainDestination=FIN1, createDate=Sun Sep 17 10:26:34 EDT 2017, systemMessageType=Normal]
