NTASData [id=16593860819, subwayLine=BD, stationId=OSS2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=0.6271085424148608, timeString=00.63, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860820, subwayLine=BD, stationId=OSS2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=6.3104095950464405, timeString=06.31, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860821, subwayLine=BD, stationId=OSS2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=8.980431886068112, timeString=08.98, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860822, subwayLine=BD, stationId=DUF2, trainId=212, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860823, subwayLine=BD, stationId=DUF2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=1.9233355393188858, timeString=01.92, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860824, subwayLine=BD, stationId=DUF2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=7.6066365919504655, timeString=07.61, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860825, subwayLine=BD, stationId=LAN2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=0.8257214860681116, timeString=00.83, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860826, subwayLine=BD, stationId=LAN2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=2.749057025386997, timeString=02.75, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860827, subwayLine=BD, stationId=LAN2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=8.432358078018577, timeString=08.43, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860828, subwayLine=BD, stationId=DNW2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=2.2091420433436535, timeString=02.21, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860829, subwayLine=BD, stationId=DNW2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=4.132477582662539, timeString=04.13, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860830, subwayLine=BD, stationId=DNW2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=9.815778635294118, timeString=09.82, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860831, subwayLine=BD, stationId=KEL2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=3.3449951702786382, timeString=03.34, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860832, subwayLine=BD, stationId=KEL2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=5.2683307095975245, timeString=05.27, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860833, subwayLine=BD, stationId=KEL2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=10.951631762229104, timeString=10.95, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860834, subwayLine=BD, stationId=HPK2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=4.540723095975233, timeString=04.54, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860835, subwayLine=BD, stationId=HPK2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=6.464058635294119, timeString=06.46, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860836, subwayLine=BD, stationId=HPK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=12.147359687925698, timeString=12.15, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860837, subwayLine=BD, stationId=RUN2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=5.7610803715170285, timeString=05.76, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860838, subwayLine=BD, stationId=RUN2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=7.684415910835915, timeString=07.68, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860839, subwayLine=BD, stationId=RUN2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=13.367716963467492, timeString=13.37, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860840, subwayLine=BD, stationId=JNE2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=6.9759455851393195, timeString=06.98, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860841, subwayLine=BD, stationId=JNE2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=8.899281124458206, timeString=08.90, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
NTASData [id=16593860842, subwayLine=BD, stationId=JNE2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=14.582582177089785, timeString=14.58, trainDestination=KIP2, createDate=Sun Sep 17 11:13:58 EDT 2017, systemMessageType=Normal]
