NTASData [id=16593068657, subwayLine=YUS, stationId=YKM2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.7657777777777777, timeString=02.77, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068658, subwayLine=YUS, stationId=LAW2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.278751111111111, timeString=06.28, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068659, subwayLine=YUS, stationId=EGL2, trainId=123, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068660, subwayLine=YUS, stationId=EGL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=10.561626666666665, timeString=10.56, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068661, subwayLine=YUS, stationId=DAV2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068662, subwayLine=YUS, stationId=DAV2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=12.171293333333335, timeString=12.17, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068663, subwayLine=YUS, stationId=STC2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068664, subwayLine=YUS, stationId=STC2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=14.210502222222221, timeString=14.21, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068665, subwayLine=YUS, stationId=SUM2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068666, subwayLine=YUS, stationId=SUM2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=15.614711111111111, timeString=15.61, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068667, subwayLine=YUS, stationId=ROS2, trainId=122, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068668, subwayLine=YUS, stationId=ROS2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=6.071777777777777, timeString=06.07, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068669, subwayLine=YUS, stationId=ROS2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=16.63340444444444, timeString=16.63, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068670, subwayLine=YUS, stationId=BLO2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=1.3280088888888888, timeString=01.33, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068671, subwayLine=YUS, stationId=BLO2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068672, subwayLine=YUS, stationId=BLO2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=17.961413333333333, timeString=17.96, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068673, subwayLine=YUS, stationId=WEL2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=2.2823555555555552, timeString=02.28, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068674, subwayLine=YUS, stationId=WEL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=8.354133333333333, timeString=08.35, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068675, subwayLine=YUS, stationId=WEL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=18.915759999999995, timeString=18.92, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068676, subwayLine=YUS, stationId=COL2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=0.4588933333333333, timeString=00.46, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068677, subwayLine=YUS, stationId=COL2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=3.211866666666667, timeString=03.21, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068678, subwayLine=YUS, stationId=COL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=9.283644444444443, timeString=09.28, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068679, subwayLine=YUS, stationId=DUN2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=1.3257511111111113, timeString=01.33, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068680, subwayLine=YUS, stationId=DUN2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=4.078724444444445, timeString=04.08, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068681, subwayLine=YUS, stationId=DUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=10.15050222222222, timeString=10.15, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068682, subwayLine=YUS, stationId=QUN2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=2.082542222222222, timeString=02.08, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068683, subwayLine=YUS, stationId=QUN2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=4.835515555555555, timeString=04.84, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068684, subwayLine=YUS, stationId=QUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=10.907293333333334, timeString=10.91, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068685, subwayLine=YUS, stationId=KNG2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=0.3917244444444445, timeString=00.39, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068686, subwayLine=YUS, stationId=KNG2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=2.908195555555556, timeString=02.91, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068687, subwayLine=YUS, stationId=KNG2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=5.66116888888889, timeString=05.66, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068688, subwayLine=YUS, stationId=UNI2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=1.198751111111111, timeString=01.20, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068689, subwayLine=YUS, stationId=UNI2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=3.715222222222222, timeString=03.72, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068690, subwayLine=YUS, stationId=UNI2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=6.468195555555555, timeString=06.47, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068691, subwayLine=YUS, stationId=STA2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=0.6321777777777777, timeString=00.63, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068692, subwayLine=YUS, stationId=STA2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=2.12544, timeString=02.13, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068693, subwayLine=YUS, stationId=STA2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=4.641911111111112, timeString=04.64, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068694, subwayLine=YUS, stationId=OSG2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=1.3274444444444446, timeString=01.33, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593068695, subwayLine=YUS, stationId=OSG2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=2.8207066666666667, timeString=02.82, trainDestination=MUS2, createDate=Sun Sep 17 10:15:47 EDT 2017, systemMessageType=Normal]
