NTASData [id=16594022957, subwayLine=YUS, stationId=STC1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=0.7518400000000001, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022958, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=4.720497777777778, timeString=04.72, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022959, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=8.947824444444445, timeString=08.95, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022960, subwayLine=YUS, stationId=DAV1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=2.7842755555555554, timeString=02.78, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022961, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=6.752933333333333, timeString=06.75, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022962, subwayLine=YUS, stationId=DAV1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=10.98026, timeString=10.98, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022963, subwayLine=YUS, stationId=EGL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=4.398457777777778, timeString=04.40, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022964, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=8.367115555555555, timeString=08.37, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022965, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=12.594442222222222, timeString=12.59, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022966, subwayLine=YUS, stationId=LAW1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=8.690364444444445, timeString=08.69, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022967, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=12.659022222222221, timeString=12.66, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022968, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=16.886348888888886, timeString=16.89, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022969, subwayLine=YUS, stationId=YKM1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=2.320431111111111, timeString=02.32, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022970, subwayLine=YUS, stationId=YKM1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.205031111111111, timeString=12.21, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022971, subwayLine=YUS, stationId=YKM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=16.17368888888889, timeString=16.17, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022972, subwayLine=YUS, stationId=SHP1, trainId=115, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022973, subwayLine=YUS, stationId=SHP1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=5.906782222222222, timeString=05.91, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022974, subwayLine=YUS, stationId=SHP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=15.791382222222223, timeString=15.79, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022975, subwayLine=YUS, stationId=NYC1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=1.4612177777777777, timeString=01.46, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022976, subwayLine=YUS, stationId=NYC1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=7.367999999999999, timeString=07.37, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022977, subwayLine=YUS, stationId=NYC1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=17.252600000000005, timeString=17.25, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022978, subwayLine=YUS, stationId=FIN1, trainId=114, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022979, subwayLine=YUS, stationId=FIN1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=4.068257777777778, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022980, subwayLine=YUS, stationId=FIN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=9.97504, timeString=09.98, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022981, subwayLine=YUS, stationId=FIN2, trainId=112, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022982, subwayLine=YUS, stationId=FIN2, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=4.068257777777778, timeString=04.07, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022983, subwayLine=YUS, stationId=FIN2, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=9.97504, timeString=09.98, trainDestination=FIN1, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022984, subwayLine=YUS, stationId=SHP2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=1.2056533333333335, timeString=01.21, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022985, subwayLine=YUS, stationId=YKM2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=4.78636, timeString=04.79, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022986, subwayLine=YUS, stationId=LAW2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.8786666666666667, timeString=02.88, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022987, subwayLine=YUS, stationId=LAW2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=8.299333333333333, timeString=08.30, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022988, subwayLine=YUS, stationId=EGL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=3.4713333333333334, timeString=03.47, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022989, subwayLine=YUS, stationId=EGL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=7.161542222222222, timeString=07.16, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022990, subwayLine=YUS, stationId=EGL2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=12.58220888888889, timeString=12.58, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022991, subwayLine=YUS, stationId=DAV2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=5.0809999999999995, timeString=05.08, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022992, subwayLine=YUS, stationId=DAV2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=8.771208888888888, timeString=08.77, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022993, subwayLine=YUS, stationId=DAV2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=14.191875555555557, timeString=14.19, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022994, subwayLine=YUS, stationId=STC2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=0.3770488888888889, timeString=00.38, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022995, subwayLine=YUS, stationId=STC2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=7.120208888888889, timeString=07.12, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022996, subwayLine=YUS, stationId=STC2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=10.810417777777777, timeString=10.81, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022997, subwayLine=YUS, stationId=SUM2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=1.7812577777777778, timeString=01.78, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022998, subwayLine=YUS, stationId=SUM2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=8.524417777777778, timeString=08.52, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594022999, subwayLine=YUS, stationId=SUM2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=12.214626666666668, timeString=12.21, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023000, subwayLine=YUS, stationId=ROS2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=2.7999511111111115, timeString=02.80, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023001, subwayLine=YUS, stationId=ROS2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=9.54311111111111, timeString=09.54, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023002, subwayLine=YUS, stationId=ROS2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=13.23332, timeString=13.23, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023003, subwayLine=YUS, stationId=BLO2, trainId=107, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023004, subwayLine=YUS, stationId=BLO2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=4.12796, timeString=04.13, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023005, subwayLine=YUS, stationId=BLO2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=10.871120000000001, timeString=10.87, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023006, subwayLine=YUS, stationId=WEL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023007, subwayLine=YUS, stationId=WEL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=5.082306666666668, timeString=05.08, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023008, subwayLine=YUS, stationId=WEL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=11.825466666666665, timeString=11.83, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023009, subwayLine=YUS, stationId=COL2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=1.8838577777777779, timeString=01.88, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023010, subwayLine=YUS, stationId=COL2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=6.011817777777779, timeString=06.01, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594023011, subwayLine=YUS, stationId=COL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=12.754977777777777, timeString=12.75, trainDestination=SHW2, createDate=Sun Sep 17 11:25:45 EDT 2017, systemMessageType=Normal]
