NTASData [id=16594213914, subwayLine=YUS, stationId=EGW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=4.2225, timeString=04.22, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213915, subwayLine=YUS, stationId=EGW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=7.437708888888889, timeString=07.44, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213916, subwayLine=YUS, stationId=EGW2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=11.770280000000001, timeString=11.77, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213917, subwayLine=YUS, stationId=GCN2, trainId=104, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213918, subwayLine=YUS, stationId=GCN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=6.04214, timeString=06.04, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213919, subwayLine=YUS, stationId=GCN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=9.25734888888889, timeString=09.26, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213920, subwayLine=YUS, stationId=LWW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=1.3641333333333332, timeString=01.36, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213921, subwayLine=YUS, stationId=LWW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.406273333333334, timeString=07.41, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213922, subwayLine=YUS, stationId=LWW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=10.621482222222221, timeString=10.62, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213923, subwayLine=YUS, stationId=YKD2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.3903600000000003, timeString=03.39, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213924, subwayLine=YUS, stationId=YKD2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=9.432500000000003, timeString=09.43, trainDestination=SHW2, createDate=Sun Sep 17 11:39:53 EDT 2017, systemMessageType=Normal]
