NTASData [id=16593684261, subwayLine=YUS, stationId=SHW2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.0318333333333336, timeString=03.03, trainDestination=SHW2, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684262, subwayLine=YUS, stationId=SHW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=25.20153555555555, timeString=25.20, trainDestination=SHW2, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684263, subwayLine=YUS, stationId=SHW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=30.810082222222224, timeString=30.81, trainDestination=SHW2, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684264, subwayLine=YUS, stationId=SHW1, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.0318333333333336, timeString=03.03, trainDestination=SHW2, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684265, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=25.20153555555555, timeString=25.20, trainDestination=SHW2, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684266, subwayLine=YUS, stationId=SHW1, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=30.810082222222224, timeString=30.81, trainDestination=SHW2, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684267, subwayLine=YUS, stationId=SCW1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=0.8290925925925926, timeString=00.83, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684268, subwayLine=YUS, stationId=DUP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=3.4536303703703704, timeString=03.45, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684269, subwayLine=YUS, stationId=SPA1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=4.454261481481482, timeString=04.45, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684270, subwayLine=YUS, stationId=SGU1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=5.583868148148149, timeString=05.58, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684271, subwayLine=YUS, stationId=MUS1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=6.785864814814815, timeString=06.79, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684272, subwayLine=YUS, stationId=QPK1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=8.048398148148149, timeString=08.05, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684273, subwayLine=YUS, stationId=STP1, trainId=191, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684274, subwayLine=YUS, stationId=STP1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.199171481481482, timeString=09.20, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684275, subwayLine=YUS, stationId=OSG1, trainId=191, trainMessage=Arriving, trainDirection=North, timeInt=0.7511466666666666, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593684276, subwayLine=YUS, stationId=OSG1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.950318148148147, timeString=09.95, trainDestination=FIN1, createDate=Sun Sep 17 11:01:12 EDT 2017, systemMessageType=Normal]
