NTASData [id=16594424121, subwayLine=BD, stationId=OSS1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=0.32159702786377714, timeString=00.32, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424122, subwayLine=BD, stationId=OSS1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=5.742962229102167, timeString=05.74, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424123, subwayLine=BD, stationId=OSS1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=8.740243467492261, timeString=08.74, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424124, subwayLine=BD, stationId=CHR1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=1.5550729708978328, timeString=01.56, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424125, subwayLine=BD, stationId=CHR1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=6.976438172136223, timeString=06.98, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424126, subwayLine=BD, stationId=CHR1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=9.973719410526316, timeString=09.97, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424127, subwayLine=BD, stationId=BAT1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=2.5384789151702787, timeString=02.54, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424128, subwayLine=BD, stationId=BAT1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=7.959844116408668, timeString=07.96, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424129, subwayLine=BD, stationId=BAT1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=10.957125354798764, timeString=10.96, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424130, subwayLine=BD, stationId=BSP1, trainId=212, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424131, subwayLine=BD, stationId=BSP1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=3.4726261597523225, timeString=03.47, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424132, subwayLine=BD, stationId=BSP1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=8.89399136099071, timeString=08.89, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424133, subwayLine=BD, stationId=SGL1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=0.9106502786377709, timeString=00.91, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424134, subwayLine=BD, stationId=SGL1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=4.383276438390093, timeString=04.38, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424135, subwayLine=BD, stationId=SGL1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=9.804641639628482, timeString=09.80, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424136, subwayLine=BD, stationId=BAU1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=2.002340433436533, timeString=02.00, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594424137, subwayLine=BD, stationId=BAU1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=5.474966593188855, timeString=05.47, trainDestination=KEN1, createDate=Sun Sep 17 11:55:52 EDT 2017, systemMessageType=Normal]
