NTASData [id=16593275026, subwayLine=YUS, stationId=QUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=0.34600444444444445, timeString=00.35, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275027, subwayLine=YUS, stationId=QUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=5.219337777777778, timeString=05.22, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275028, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Delayed, trainDirection=South, timeInt=10.907293333333334, timeString=10.91, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275029, subwayLine=YUS, stationId=KNG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.171657777777778, timeString=01.17, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275030, subwayLine=YUS, stationId=KNG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.044991111111111, timeString=06.04, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275031, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Delayed, trainDirection=South, timeInt=11.732946666666665, timeString=11.73, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275032, subwayLine=YUS, stationId=UNI2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.9786844444444445, timeString=01.98, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275033, subwayLine=YUS, stationId=UNI2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.852017777777778, timeString=06.85, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275034, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Delayed, trainDirection=South, timeInt=12.539973333333332, timeString=12.54, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275035, subwayLine=YUS, stationId=STA2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=2.9053733333333334, timeString=02.91, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275036, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=7.778706666666666, timeString=07.78, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275037, subwayLine=YUS, stationId=STA2, trainId=125, trainMessage=Delayed, trainDirection=South, timeInt=13.466662222222219, timeString=13.47, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275038, subwayLine=YUS, stationId=OSG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.60064, timeString=03.60, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275039, subwayLine=YUS, stationId=OSG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=8.473973333333333, timeString=08.47, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275040, subwayLine=YUS, stationId=OSG2, trainId=125, trainMessage=Delayed, trainDirection=South, timeInt=14.161928888888886, timeString=14.16, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275041, subwayLine=YUS, stationId=STP2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=4.3546088888888885, timeString=04.35, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275042, subwayLine=YUS, stationId=STP2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=9.227942222222222, timeString=09.23, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275043, subwayLine=YUS, stationId=STP2, trainId=125, trainMessage=Delayed, trainDirection=South, timeInt=14.915897777777774, timeString=14.92, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275044, subwayLine=YUS, stationId=QPK2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.496915555555555, timeString=05.50, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275045, subwayLine=YUS, stationId=QPK2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=10.370248888888888, timeString=10.37, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275046, subwayLine=YUS, stationId=QPK2, trainId=125, trainMessage=Delayed, trainDirection=South, timeInt=16.05820444444444, timeString=16.06, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
NTASData [id=16593275047, subwayLine=YUS, stationId=MUS2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=0.21166666666666667, timeString=00.21, trainDestination=MUS2, createDate=Sun Sep 17 10:29:53 EDT 2017, systemMessageType=Normal]
