NTASData [id=16593957412, subwayLine=YUS, stationId=SCW1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=4.2112592592592595, timeString=04.21, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957413, subwayLine=YUS, stationId=SCW1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=6.0330466666666664, timeString=06.03, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957414, subwayLine=YUS, stationId=SCW1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=8.156091851851851, timeString=08.16, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957415, subwayLine=YUS, stationId=DUP1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=6.835797037037037, timeString=06.84, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957416, subwayLine=YUS, stationId=DUP1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=8.657584444444444, timeString=08.66, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957417, subwayLine=YUS, stationId=DUP1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=10.78062962962963, timeString=10.78, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957418, subwayLine=YUS, stationId=SPA1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=7.836428148148149, timeString=07.84, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957419, subwayLine=YUS, stationId=SPA1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=9.658215555555556, timeString=09.66, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957420, subwayLine=YUS, stationId=SPA1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=11.781260740740741, timeString=11.78, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957421, subwayLine=YUS, stationId=SGU1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957422, subwayLine=YUS, stationId=SGU1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=8.966034814814817, timeString=08.97, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957423, subwayLine=YUS, stationId=SGU1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=10.787822222222221, timeString=10.79, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957424, subwayLine=YUS, stationId=MUS1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957425, subwayLine=YUS, stationId=MUS1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=10.168031481481481, timeString=10.17, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957426, subwayLine=YUS, stationId=MUS1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=11.98981888888889, timeString=11.99, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957427, subwayLine=YUS, stationId=QPK1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.20997333333333332, timeString=00.21, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957428, subwayLine=YUS, stationId=QPK1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.46453, timeString=02.46, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957429, subwayLine=YUS, stationId=QPK1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=11.430564814814815, timeString=11.43, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957430, subwayLine=YUS, stationId=STP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.3607466666666665, timeString=01.36, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957431, subwayLine=YUS, stationId=STP1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.6153033333333333, timeString=03.62, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593957432, subwayLine=YUS, stationId=STP1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=12.581338148148147, timeString=12.58, trainDestination=FIN1, createDate=Sun Sep 17 11:21:00 EDT 2017, systemMessageType=Normal]
