NTASData [id=16594049923, subwayLine=BD, stationId=KEL2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=0.18047368421052634, timeString=00.18, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049924, subwayLine=BD, stationId=KEL2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=2.2642736842105267, timeString=02.26, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049925, subwayLine=BD, stationId=KEL2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=7.604299749845202, timeString=07.60, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049926, subwayLine=BD, stationId=HPK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=1.3762016099071208, timeString=01.38, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049927, subwayLine=BD, stationId=HPK2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=3.4600016099071214, timeString=03.46, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049928, subwayLine=BD, stationId=HPK2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=8.800027675541797, timeString=08.80, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049929, subwayLine=BD, stationId=RUN2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=2.5965588854489168, timeString=02.60, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049930, subwayLine=BD, stationId=RUN2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=4.680358885448917, timeString=04.68, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049931, subwayLine=BD, stationId=RUN2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=10.020384951083592, timeString=10.02, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049932, subwayLine=BD, stationId=JNE2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=3.811424099071208, timeString=03.81, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049933, subwayLine=BD, stationId=JNE2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=5.895224099071209, timeString=05.90, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049934, subwayLine=BD, stationId=JNE2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=11.235250164705883, timeString=11.24, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049935, subwayLine=BD, stationId=OML2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=5.4150933250774, timeString=05.42, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049936, subwayLine=BD, stationId=OML2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=7.4988933250774, timeString=07.50, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049937, subwayLine=BD, stationId=OML2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=12.838919390712075, timeString=12.84, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049938, subwayLine=BD, stationId=RYK2, trainId=213, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049939, subwayLine=BD, stationId=RYK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=7.832346412383902, timeString=07.83, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049940, subwayLine=BD, stationId=RYK2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=9.9161464123839, timeString=09.92, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049941, subwayLine=BD, stationId=ISL2, trainId=212, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049942, subwayLine=BD, stationId=ISL2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=2.227493855108359, timeString=02.23, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049943, subwayLine=BD, stationId=ISL2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=10.05984026749226, timeString=10.06, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049944, subwayLine=BD, stationId=KIP2, trainId=211, trainMessage=Delayed, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049945, subwayLine=BD, stationId=KIP2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=2.3483984842105263, timeString=02.35, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049946, subwayLine=BD, stationId=KIP2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=4.5758923393188855, timeString=04.58, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049947, subwayLine=BD, stationId=KIP1, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=2.3483984842105263, timeString=02.35, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049948, subwayLine=BD, stationId=KIP1, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=4.5758923393188855, timeString=04.58, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049949, subwayLine=BD, stationId=KIP1, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=12.408238751702788, timeString=12.41, trainDestination=KIP2, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049950, subwayLine=BD, stationId=RYK1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=1.155122169659443, timeString=01.16, trainDestination=KEN1, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049951, subwayLine=BD, stationId=OML1, trainId=210, trainMessage=Arriving, trainDirection=East, timeInt=3.574107804334366, timeString=03.57, trainDestination=KEN1, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
NTASData [id=16594049952, subwayLine=BD, stationId=JNE1, trainId=209, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:27:45 EDT 2017, systemMessageType=Normal]
