NTASData [id=16593519080, subwayLine=BD, stationId=WDB1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=0.2652609287925697, timeString=00.27, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519081, subwayLine=BD, stationId=WDB1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=4.45805907120743, timeString=04.46, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519082, subwayLine=BD, stationId=WDB1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=9.078190588235294, timeString=09.08, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519083, subwayLine=BD, stationId=MST1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=1.9900952321981427, timeString=01.99, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519084, subwayLine=BD, stationId=MST1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=6.182893374613004, timeString=06.18, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519085, subwayLine=BD, stationId=MST1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=10.803024891640867, timeString=10.80, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519086, subwayLine=BD, stationId=VPK1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=4.165618328173375, timeString=04.17, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519087, subwayLine=BD, stationId=VPK1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=8.358416470588235, timeString=08.36, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519088, subwayLine=BD, stationId=VPK1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=12.978547987616098, timeString=12.98, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519089, subwayLine=BD, stationId=WAR1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=2.4077312693498456, timeString=02.41, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593519090, subwayLine=BD, stationId=WAR1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=8.107943405572756, timeString=08.11, trainDestination=KEN1, createDate=Sun Sep 17 10:48:16 EDT 2017, systemMessageType=Normal]
