NTASData [id=16594375906, subwayLine=YUS, stationId=DAV1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=0.7902222222222223, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375907, subwayLine=YUS, stationId=DAV1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=7.020479999999999, timeString=07.02, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375908, subwayLine=YUS, stationId=DAV1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=9.036982222222223, timeString=09.04, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375909, subwayLine=YUS, stationId=EGL1, trainId=3, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375910, subwayLine=YUS, stationId=EGL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=2.4044044444444443, timeString=02.40, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375911, subwayLine=YUS, stationId=EGL1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=8.634662222222222, timeString=08.63, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375912, subwayLine=YUS, stationId=LAW1, trainId=3, trainMessage=Delayed, trainDirection=North, timeInt=4.291906666666667, timeString=04.29, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375913, subwayLine=YUS, stationId=LAW1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=6.696311111111111, timeString=06.70, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375914, subwayLine=YUS, stationId=LAW1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=12.926568888888887, timeString=12.93, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375915, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.6726444444444444, timeString=02.67, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375916, subwayLine=YUS, stationId=YKM1, trainId=3, trainMessage=Delayed, trainDirection=North, timeInt=7.806573333333333, timeString=07.81, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375917, subwayLine=YUS, stationId=YKM1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=10.21097777777778, timeString=10.21, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375918, subwayLine=YUS, stationId=SHP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=6.258995555555556, timeString=06.26, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375919, subwayLine=YUS, stationId=SHP1, trainId=3, trainMessage=Delayed, trainDirection=North, timeInt=11.392924444444445, timeString=11.39, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375920, subwayLine=YUS, stationId=SHP1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=13.797328888888888, timeString=13.80, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375921, subwayLine=YUS, stationId=NYC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=7.720213333333333, timeString=07.72, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375922, subwayLine=YUS, stationId=NYC1, trainId=3, trainMessage=Delayed, trainDirection=North, timeInt=12.854142222222222, timeString=12.85, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375923, subwayLine=YUS, stationId=NYC1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=15.258546666666668, timeString=15.26, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375924, subwayLine=YUS, stationId=FIN1, trainId=102, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375925, subwayLine=YUS, stationId=FIN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=10.327253333333333, timeString=10.33, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375926, subwayLine=YUS, stationId=FIN1, trainId=3, trainMessage=Delayed, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375927, subwayLine=YUS, stationId=FIN2, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=10.327253333333333, timeString=10.33, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375928, subwayLine=YUS, stationId=FIN2, trainId=3, trainMessage=Delayed, trainDirection=North, timeInt=15.461182222222224, timeString=15.46, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375929, subwayLine=YUS, stationId=FIN2, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=17.86558666666667, timeString=17.87, trainDestination=FIN1, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375930, subwayLine=YUS, stationId=YKM2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=1.1599333333333335, timeString=01.16, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375931, subwayLine=YUS, stationId=LAW2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=4.672906666666667, timeString=04.67, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375932, subwayLine=YUS, stationId=EGL2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=3.4713333333333334, timeString=03.47, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375933, subwayLine=YUS, stationId=EGL2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=8.955782222222224, timeString=08.96, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375934, subwayLine=YUS, stationId=DAV2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=0.4967111111111111, timeString=00.50, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375935, subwayLine=YUS, stationId=DAV2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=5.0809999999999995, timeString=05.08, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375936, subwayLine=YUS, stationId=DAV2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=10.565448888888888, timeString=10.57, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375937, subwayLine=YUS, stationId=STC2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=2.53592, timeString=02.54, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
NTASData [id=16594375938, subwayLine=YUS, stationId=STC2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=7.120208888888889, timeString=07.12, trainDestination=SHW2, createDate=Sun Sep 17 11:51:56 EDT 2017, systemMessageType=Normal]
