NTASData [id=16593858528, subwayLine=YUS, stationId=YKM1, trainId=112, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858571, subwayLine=YUS, stationId=DUN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=7.701635555555557, timeString=07.70, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858572, subwayLine=YUS, stationId=QUN2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=1.9053066666666667, timeString=01.91, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858573, subwayLine=YUS, stationId=QUN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=3.5075066666666666, timeString=03.51, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858574, subwayLine=YUS, stationId=QUN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=8.458426666666668, timeString=08.46, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858575, subwayLine=YUS, stationId=KNG2, trainId=102, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858576, subwayLine=YUS, stationId=KNG2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.73096, timeString=02.73, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858577, subwayLine=YUS, stationId=KNG2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=4.3331599999999995, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858578, subwayLine=YUS, stationId=UNI2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.8070266666666667, timeString=00.81, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858579, subwayLine=YUS, stationId=UNI2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.537986666666667, timeString=03.54, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858580, subwayLine=YUS, stationId=UNI2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.140186666666667, timeString=05.14, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858581, subwayLine=YUS, stationId=STA2, trainId=3, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858582, subwayLine=YUS, stationId=STA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=1.7337155555555555, timeString=01.73, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858583, subwayLine=YUS, stationId=STA2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=4.464675555555555, timeString=04.46, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858584, subwayLine=YUS, stationId=OSG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=0.6952666666666667, timeString=00.70, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858585, subwayLine=YUS, stationId=OSG2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.4289822222222224, timeString=02.43, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858586, subwayLine=YUS, stationId=OSG2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=5.159942222222222, timeString=05.16, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858587, subwayLine=YUS, stationId=STP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.4492355555555556, timeString=01.45, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858588, subwayLine=YUS, stationId=STP2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=3.182951111111111, timeString=03.18, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858589, subwayLine=YUS, stationId=STP2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=5.91391111111111, timeString=05.91, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858590, subwayLine=YUS, stationId=QPK2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.591542222222222, timeString=02.59, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858591, subwayLine=YUS, stationId=QPK2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.325257777777778, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858592, subwayLine=YUS, stationId=QPK2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=7.056217777777777, timeString=07.06, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858593, subwayLine=YUS, stationId=MUS2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=1.0075333333333334, timeString=01.01, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858594, subwayLine=YUS, stationId=MUS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=3.8540755555555553, timeString=03.85, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858595, subwayLine=YUS, stationId=MUS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=5.587791111111111, timeString=05.59, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858596, subwayLine=YUS, stationId=SGU2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=2.1670555555555557, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858597, subwayLine=YUS, stationId=SGU2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.013597777777777, timeString=05.01, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858598, subwayLine=YUS, stationId=SGU2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=6.747313333333333, timeString=06.75, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858599, subwayLine=YUS, stationId=SPA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=3.3347622222222224, timeString=03.33, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858600, subwayLine=YUS, stationId=SPA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.181304444444445, timeString=06.18, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858601, subwayLine=YUS, stationId=SPA2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=7.91502, timeString=07.92, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858602, subwayLine=YUS, stationId=DUP2, trainId=192, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858603, subwayLine=YUS, stationId=DUP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=4.332571111111111, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858604, subwayLine=YUS, stationId=DUP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.1791133333333335, timeString=07.18, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858605, subwayLine=YUS, stationId=SCW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=2.624537777777778, timeString=02.62, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858606, subwayLine=YUS, stationId=SCW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=6.9571088888888895, timeString=06.96, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858607, subwayLine=YUS, stationId=SCW2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=9.803651111111112, timeString=09.80, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858608, subwayLine=YUS, stationId=EGW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=4.690666666666667, timeString=04.69, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858609, subwayLine=YUS, stationId=EGW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=7.437708888888889, timeString=07.44, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858610, subwayLine=YUS, stationId=EGW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=11.770280000000001, timeString=11.77, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858611, subwayLine=YUS, stationId=GCN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.8069259259259259, timeString=00.81, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858612, subwayLine=YUS, stationId=GCN2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=6.510306666666667, timeString=06.51, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858613, subwayLine=YUS, stationId=GCN2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=9.25734888888889, timeString=09.26, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858614, subwayLine=YUS, stationId=LWW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.1710592592592595, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858615, subwayLine=YUS, stationId=LWW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=7.87444, timeString=07.87, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858616, subwayLine=YUS, stationId=LWW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=10.621482222222221, timeString=10.62, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858617, subwayLine=YUS, stationId=YKD2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=4.197285925925926, timeString=04.20, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858618, subwayLine=YUS, stationId=YKD2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=9.900666666666668, timeString=09.90, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858619, subwayLine=YUS, stationId=YKD2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=12.64770888888889, timeString=12.65, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858620, subwayLine=YUS, stationId=WIL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.216739259259259, timeString=06.22, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858621, subwayLine=YUS, stationId=WIL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.920119999999999, timeString=11.92, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858622, subwayLine=YUS, stationId=WIL2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=14.667162222222222, timeString=14.67, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858623, subwayLine=YUS, stationId=SHW2, trainId=123, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858624, subwayLine=YUS, stationId=SHW2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.7228703703703705, timeString=01.72, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858625, subwayLine=YUS, stationId=SHW2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.537146577777778, timeString=03.54, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858626, subwayLine=YUS, stationId=SHW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858627, subwayLine=YUS, stationId=SHW1, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.7228703703703705, timeString=01.72, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858628, subwayLine=YUS, stationId=SHW1, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.537146577777778, timeString=03.54, trainDestination=SHW2, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858629, subwayLine=YUS, stationId=WIL1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858630, subwayLine=YUS, stationId=WIL1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=0.7051095407407407, timeString=00.71, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858631, subwayLine=YUS, stationId=WIL1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=2.400053985185185, timeString=02.40, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858632, subwayLine=YUS, stationId=YKD1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858633, subwayLine=YUS, stationId=YKD1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=2.015502222222222, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858634, subwayLine=YUS, stationId=YKD1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=2.7206117629629625, timeString=02.72, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858635, subwayLine=YUS, stationId=LWW1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=1.5437407407407409, timeString=01.54, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858636, subwayLine=YUS, stationId=LWW1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593858637, subwayLine=YUS, stationId=LWW1, trainId=119, trainMessage=Delayed, trainDirection=North, timeInt=4.033826666666666, timeString=04.03, trainDestination=FIN1, createDate=Sun Sep 17 11:13:49 EDT 2017, systemMessageType=Normal]
