NTASData [id=16592895068, subwayLine=YUS, stationId=QUN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=0.4069644444444444, timeString=00.41, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895069, subwayLine=YUS, stationId=DUN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.1614977777777777, timeString=01.16, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895070, subwayLine=YUS, stationId=COL1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=0.6118577777777778, timeString=00.61, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895071, subwayLine=YUS, stationId=COL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.0283555555555557, timeString=02.03, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895072, subwayLine=YUS, stationId=WEL1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=1.5295155555555553, timeString=01.53, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895073, subwayLine=YUS, stationId=WEL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.9460133333333336, timeString=02.95, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895074, subwayLine=YUS, stationId=BLO1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=2.483862222222222, timeString=02.48, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895075, subwayLine=YUS, stationId=BLO1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=3.90036, timeString=03.90, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895076, subwayLine=YUS, stationId=ROS1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=3.8124355555555556, timeString=03.81, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895077, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.228933333333334, timeString=05.23, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895078, subwayLine=YUS, stationId=SUM1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=4.841853333333333, timeString=04.84, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895079, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=6.2583511111111125, timeString=06.26, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895080, subwayLine=YUS, stationId=STC1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=6.250013333333333, timeString=06.25, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895081, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=7.666511111111111, timeString=07.67, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895082, subwayLine=YUS, stationId=DAV1, trainId=126, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895083, subwayLine=YUS, stationId=DAV1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=8.28244888888889, timeString=08.28, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895084, subwayLine=YUS, stationId=DAV1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=9.698946666666668, timeString=09.70, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895085, subwayLine=YUS, stationId=EGL1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=1.6141822222222224, timeString=01.61, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895086, subwayLine=YUS, stationId=EGL1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=9.896631111111112, timeString=09.90, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895087, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=11.313128888888889, timeString=11.31, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895088, subwayLine=YUS, stationId=LAW1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=5.906088888888888, timeString=05.91, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895089, subwayLine=YUS, stationId=LAW1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=14.188537777777777, timeString=14.19, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895090, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=15.605035555555554, timeString=15.61, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895091, subwayLine=YUS, stationId=YKM1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=9.420755555555557, timeString=09.42, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895092, subwayLine=YUS, stationId=YKM1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=17.703204444444445, timeString=17.70, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895093, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=19.11970222222222, timeString=19.12, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895094, subwayLine=YUS, stationId=SHP1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=2.823351111111111, timeString=02.82, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895095, subwayLine=YUS, stationId=SHP1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=13.007106666666665, timeString=13.01, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895096, subwayLine=YUS, stationId=SHP1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=21.28955555555556, timeString=21.29, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895097, subwayLine=YUS, stationId=NYC1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=4.284568888888889, timeString=04.28, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895098, subwayLine=YUS, stationId=NYC1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=14.468324444444445, timeString=14.47, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895099, subwayLine=YUS, stationId=NYC1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=22.75077333333333, timeString=22.75, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895100, subwayLine=YUS, stationId=FIN1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=0.5288844444444445, timeString=00.53, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
NTASData [id=16592895101, subwayLine=YUS, stationId=FIN1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=6.8916088888888885, timeString=06.89, trainDestination=FIN1, createDate=Sun Sep 17 10:03:59 EDT 2017, systemMessageType=Normal]
