NTASData [id=16594539007, subwayLine=YUS, stationId=SHW2, trainId=129, trainMessage=Arriving, trainDirection=South, timeInt=0.296462962962963, timeString=00.30, trainDestination=SHW2, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539008, subwayLine=YUS, stationId=SHW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.1653148148148147, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539009, subwayLine=YUS, stationId=SHW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=3.0164814814814815, timeString=03.02, trainDestination=SHW2, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539010, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539011, subwayLine=YUS, stationId=SHW1, trainId=129, trainMessage=Arriving, trainDirection=South, timeInt=0.296462962962963, timeString=00.30, trainDestination=SHW2, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539012, subwayLine=YUS, stationId=SHW1, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.1653148148148147, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539013, subwayLine=YUS, stationId=WIL1, trainId=532, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539014, subwayLine=YUS, stationId=WIL1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=2.400053985185185, timeString=02.40, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539015, subwayLine=YUS, stationId=YKD1, trainId=124, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539016, subwayLine=YUS, stationId=YKD1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539017, subwayLine=YUS, stationId=YKD1, trainId=532, trainMessage=Arriving, trainDirection=North, timeInt=2.015502222222222, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539018, subwayLine=YUS, stationId=LWW1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=2.0183244444444446, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539019, subwayLine=YUS, stationId=LWW1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539020, subwayLine=YUS, stationId=LWW1, trainId=532, trainMessage=Arriving, trainDirection=North, timeInt=4.033826666666666, timeString=04.03, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539021, subwayLine=YUS, stationId=GCN1, trainId=123, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539022, subwayLine=YUS, stationId=GCN1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=3.3768133333333337, timeString=03.38, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594539023, subwayLine=YUS, stationId=GCN1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 12:04:47 EDT 2017, systemMessageType=Normal]
