NTASData [id=16594522167, subwayLine=BD, stationId=DUF1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=0.2349696594427245, timeString=00.23, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522168, subwayLine=BD, stationId=DUF1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=4.696992074303406, timeString=04.70, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522169, subwayLine=BD, stationId=DUF1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=10.86271437770898, timeString=10.86, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522170, subwayLine=BD, stationId=OSS1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=1.4847689164086688, timeString=01.48, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522171, subwayLine=BD, stationId=OSS1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=5.946791331269351, timeString=05.95, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522172, subwayLine=BD, stationId=OSS1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=12.112513634674924, timeString=12.11, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522173, subwayLine=BD, stationId=CHR1, trainId=214, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522174, subwayLine=BD, stationId=CHR1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=2.7182448594427244, timeString=02.72, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522175, subwayLine=BD, stationId=CHR1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=7.1802672743034055, timeString=07.18, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522176, subwayLine=BD, stationId=BAT1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=0.983405944272446, timeString=00.98, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522177, subwayLine=BD, stationId=BAT1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=3.7016508037151707, timeString=03.70, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522178, subwayLine=BD, stationId=BAT1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=8.163673218575852, timeString=08.16, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522179, subwayLine=BD, stationId=BSP1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=1.9175531888544894, timeString=01.92, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522180, subwayLine=BD, stationId=BSP1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=4.6357980482972145, timeString=04.64, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522181, subwayLine=BD, stationId=BSP1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=9.097820463157895, timeString=09.10, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522182, subwayLine=BD, stationId=SGL1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=2.8282034674922603, timeString=02.83, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522183, subwayLine=BD, stationId=SGL1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=5.546448326934986, timeString=05.55, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522184, subwayLine=BD, stationId=SGL1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=10.008470741795666, timeString=10.01, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522185, subwayLine=BD, stationId=BAU1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=3.9198936222910223, timeString=03.92, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522186, subwayLine=BD, stationId=BAU1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=6.638138481733748, timeString=06.64, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522187, subwayLine=BD, stationId=BAU1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=11.100160896594426, timeString=11.10, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522188, subwayLine=BD, stationId=YNG1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=0.3538699690402477, timeString=00.35, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522189, subwayLine=BD, stationId=YNG1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=4.720136470588236, timeString=04.72, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522190, subwayLine=BD, stationId=YNG1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=7.4383813300309605, timeString=07.44, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522191, subwayLine=BD, stationId=SHE1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=1.673310835913313, timeString=01.67, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522192, subwayLine=BD, stationId=SHE1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=6.039577337461301, timeString=06.04, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522193, subwayLine=BD, stationId=SHE1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=8.757822196904025, timeString=08.76, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522194, subwayLine=BD, stationId=CFK1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=2.7113543034055727, timeString=02.71, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522195, subwayLine=BD, stationId=CFK1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=7.077620804953561, timeString=07.08, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522196, subwayLine=BD, stationId=CFK1, trainId=215, trainMessage=Arriving, trainDirection=East, timeInt=9.795865664396285, timeString=09.80, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522197, subwayLine=BD, stationId=BRD1, trainId=212, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522198, subwayLine=BD, stationId=BRD1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=4.2858646439628485, timeString=04.29, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522199, subwayLine=BD, stationId=BRD1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=8.652131145510836, timeString=08.65, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522200, subwayLine=BD, stationId=CHE1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=1.0384681114551084, timeString=01.04, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522201, subwayLine=BD, stationId=CHE1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=5.324332755417958, timeString=05.32, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522202, subwayLine=BD, stationId=CHE1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=9.690599256965944, timeString=09.69, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522203, subwayLine=BD, stationId=PAP1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=2.007577708978328, timeString=02.01, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522204, subwayLine=BD, stationId=PAP1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=6.293442352941177, timeString=06.29, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522205, subwayLine=BD, stationId=PAP1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=10.659708854489164, timeString=10.66, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522206, subwayLine=BD, stationId=DON1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=2.946254489164087, timeString=02.95, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522207, subwayLine=BD, stationId=DON1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=7.232119133126934, timeString=07.23, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522208, subwayLine=BD, stationId=DON1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=11.598385634674925, timeString=11.60, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522209, subwayLine=BD, stationId=GWD1, trainId=212, trainMessage=Arriving, trainDirection=East, timeInt=4.07602105263158, timeString=04.08, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522210, subwayLine=BD, stationId=GWD1, trainId=213, trainMessage=Arriving, trainDirection=East, timeInt=8.361885696594427, timeString=08.36, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
NTASData [id=16594522211, subwayLine=BD, stationId=GWD1, trainId=214, trainMessage=Arriving, trainDirection=East, timeInt=12.728152198142416, timeString=12.73, trainDestination=KEN1, createDate=Sun Sep 17 12:03:30 EDT 2017, systemMessageType=Normal]
