NTASData [id=16594592317, subwayLine=YUS, stationId=LWW2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=0.45285185185185184, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592318, subwayLine=YUS, stationId=LWW2, trainId=999, trainMessage=Delayed, trainDirection=South, timeInt=13.389542222222222, timeString=13.39, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592319, subwayLine=YUS, stationId=LWW2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=14.158186666666667, timeString=14.16, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592320, subwayLine=YUS, stationId=YKD2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=2.4790785185185187, timeString=02.48, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592321, subwayLine=YUS, stationId=YKD2, trainId=999, trainMessage=Delayed, trainDirection=South, timeInt=15.41576888888889, timeString=15.42, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592322, subwayLine=YUS, stationId=YKD2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=16.184413333333335, timeString=16.18, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592323, subwayLine=YUS, stationId=WIL2, trainId=192, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592324, subwayLine=YUS, stationId=WIL2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=4.498531851851852, timeString=04.50, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592325, subwayLine=YUS, stationId=WIL2, trainId=999, trainMessage=Delayed, trainDirection=South, timeInt=17.435222222222222, timeString=17.44, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592326, subwayLine=YUS, stationId=SHW2, trainId=129, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592327, subwayLine=YUS, stationId=SHW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592328, subwayLine=YUS, stationId=SHW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.7228703703703705, timeString=01.72, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592329, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592330, subwayLine=YUS, stationId=SHW1, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.44531481481481483, timeString=00.45, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592331, subwayLine=YUS, stationId=SHW1, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.7228703703703705, timeString=01.72, trainDestination=SHW2, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592332, subwayLine=YUS, stationId=WIL1, trainId=126, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592333, subwayLine=YUS, stationId=YKD1, trainId=125, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592334, subwayLine=YUS, stationId=YKD1, trainId=532, trainMessage=Arriving, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592335, subwayLine=YUS, stationId=YKD1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=2.015502222222222, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16594592336, subwayLine=YUS, stationId=LWW1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=2.0183244444444446, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 12:08:41 EDT 2017, systemMessageType=Normal]
