NTASData [id=16594009996, subwayLine=YUS, stationId=WIL1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=0.28517991111111113, timeString=00.29, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594009997, subwayLine=YUS, stationId=YKD1, trainId=120, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594009998, subwayLine=YUS, stationId=YKD1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594009999, subwayLine=YUS, stationId=YKD1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=2.300682133333333, timeString=02.30, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010000, subwayLine=YUS, stationId=LWW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=2.0183244444444446, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010001, subwayLine=YUS, stationId=LWW1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010002, subwayLine=YUS, stationId=LWW1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=4.3190065777777775, timeString=04.32, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010003, subwayLine=YUS, stationId=GCN1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=0.4284074074074074, timeString=00.43, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010004, subwayLine=YUS, stationId=GCN1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=3.3768133333333337, timeString=03.38, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010005, subwayLine=YUS, stationId=GCN1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594010006, subwayLine=YUS, stationId=EGW1, trainId=119, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:24:47 EDT 2017, systemMessageType=Normal]
