NTASData [id=16593238323, subwayLine=BD, stationId=KIP1, trainId=221, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238324, subwayLine=BD, stationId=KIP1, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=1.5323985139318888, timeString=01.53, trainDestination=KIP2, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238325, subwayLine=BD, stationId=KIP1, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=8.59681465263158, timeString=08.60, trainDestination=KIP2, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238326, subwayLine=BD, stationId=ISL1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=2.340824366563468, timeString=02.34, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238327, subwayLine=BD, stationId=RYK1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=4.345731180185759, timeString=04.35, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238328, subwayLine=BD, stationId=OML1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=2.163985634674923, timeString=02.16, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238329, subwayLine=BD, stationId=OML1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=6.764716814860681, timeString=06.76, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238330, subwayLine=BD, stationId=JNE1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=3.7597281733746133, timeString=03.76, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238331, subwayLine=BD, stationId=JNE1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=8.360459353560373, timeString=08.36, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238332, subwayLine=BD, stationId=RUN1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=4.889664594427245, timeString=04.89, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238333, subwayLine=BD, stationId=RUN1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=9.490395774613003, timeString=09.49, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238334, subwayLine=BD, stationId=HPK1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=0.20382910216718267, timeString=00.20, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238335, subwayLine=BD, stationId=HPK1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=6.114551405572756, timeString=06.11, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238336, subwayLine=BD, stationId=HPK1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=10.715282585758516, timeString=10.72, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238337, subwayLine=BD, stationId=KEL1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=1.4459847678018578, timeString=01.45, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238338, subwayLine=BD, stationId=KEL1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=7.356707071207431, timeString=07.36, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238339, subwayLine=BD, stationId=KEL1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=11.95743825139319, timeString=11.96, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238340, subwayLine=BD, stationId=DNW1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=2.3961269349845207, timeString=02.40, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238341, subwayLine=BD, stationId=DNW1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=8.306849238390093, timeString=08.31, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238342, subwayLine=BD, stationId=DNW1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=12.907580418575854, timeString=12.91, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238343, subwayLine=BD, stationId=LAN1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=3.817482352941177, timeString=03.82, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238344, subwayLine=BD, stationId=LAN1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=9.72820465634675, timeString=09.73, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238345, subwayLine=BD, stationId=LAN1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=14.328935836532509, timeString=14.33, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238346, subwayLine=BD, stationId=DUF1, trainId=217, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238347, subwayLine=BD, stationId=DUF1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=4.696992074303406, timeString=04.70, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593238348, subwayLine=BD, stationId=DUF1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=10.607714377708978, timeString=10.61, trainDestination=KEN1, createDate=Sun Sep 17 10:27:17 EDT 2017, systemMessageType=Normal]
