NTASData [id=16594371694, subwayLine=YUS, stationId=BLO2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=0.2918177777777778, timeString=00.29, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371695, subwayLine=YUS, stationId=BLO2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=6.731048888888889, timeString=06.73, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371696, subwayLine=YUS, stationId=BLO2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=11.42766222222222, timeString=11.43, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371697, subwayLine=YUS, stationId=WEL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=1.2461644444444444, timeString=01.25, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371698, subwayLine=YUS, stationId=WEL2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=7.685395555555555, timeString=07.69, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371699, subwayLine=YUS, stationId=WEL2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=12.382008888888887, timeString=12.38, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371700, subwayLine=YUS, stationId=COL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=0.6745111111111111, timeString=00.67, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371701, subwayLine=YUS, stationId=COL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=2.1756755555555554, timeString=02.18, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371702, subwayLine=YUS, stationId=COL2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=8.614906666666666, timeString=08.61, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371703, subwayLine=YUS, stationId=DUN2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=1.541368888888889, timeString=01.54, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371704, subwayLine=YUS, stationId=DUN2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=3.0425333333333335, timeString=03.04, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371705, subwayLine=YUS, stationId=DUN2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=9.481764444444444, timeString=09.48, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371706, subwayLine=YUS, stationId=QUN2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=2.29816, timeString=02.30, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371707, subwayLine=YUS, stationId=QUN2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=3.7993244444444443, timeString=03.80, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371708, subwayLine=YUS, stationId=QUN2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=10.238555555555555, timeString=10.24, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371709, subwayLine=YUS, stationId=KNG2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=0.3917244444444445, timeString=00.39, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371710, subwayLine=YUS, stationId=KNG2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=3.1238133333333336, timeString=03.12, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371711, subwayLine=YUS, stationId=KNG2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=4.624977777777778, timeString=04.62, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371712, subwayLine=YUS, stationId=UNI2, trainId=110, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371713, subwayLine=YUS, stationId=UNI2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=1.198751111111111, timeString=01.20, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371714, subwayLine=YUS, stationId=UNI2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=3.93084, timeString=03.93, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371715, subwayLine=YUS, stationId=STA2, trainId=110, trainMessage=Delayed, trainDirection=South, timeInt=0.9266888888888889, timeString=00.93, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371716, subwayLine=YUS, stationId=STA2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=2.12544, timeString=02.13, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371717, subwayLine=YUS, stationId=STA2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=4.857528888888888, timeString=04.86, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371718, subwayLine=YUS, stationId=OSG2, trainId=110, trainMessage=Delayed, trainDirection=South, timeInt=1.6219555555555556, timeString=01.62, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371719, subwayLine=YUS, stationId=OSG2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=2.8207066666666667, timeString=02.82, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371720, subwayLine=YUS, stationId=OSG2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=5.552795555555555, timeString=05.55, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371721, subwayLine=YUS, stationId=STP2, trainId=110, trainMessage=Delayed, trainDirection=South, timeInt=2.3759244444444447, timeString=02.38, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16594371722, subwayLine=YUS, stationId=STP2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=3.574675555555556, timeString=03.57, trainDestination=SHW2, createDate=Sun Sep 17 11:51:37 EDT 2017, systemMessageType=Normal]
