NTASData [id=16594213730, subwayLine=YUS, stationId=OSG2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=0.44026666666666664, timeString=00.44, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213747, subwayLine=YUS, stationId=SPA2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=5.926304444444444, timeString=05.93, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213748, subwayLine=YUS, stationId=DUP2, trainId=5, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213749, subwayLine=YUS, stationId=DUP2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=4.332571111111111, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213750, subwayLine=YUS, stationId=DUP2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=5.4748777777777775, timeString=05.47, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213751, subwayLine=YUS, stationId=SCW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.624537777777778, timeString=02.62, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213752, subwayLine=YUS, stationId=SCW2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=6.9571088888888895, timeString=06.96, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213753, subwayLine=YUS, stationId=SCW2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=8.099415555555556, timeString=08.10, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213754, subwayLine=YUS, stationId=EGW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=4.26337037037037, timeString=04.26, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213755, subwayLine=YUS, stationId=EGW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=7.437708888888889, timeString=07.44, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213756, subwayLine=YUS, stationId=EGW2, trainId=107, trainMessage=Arriving, trainDirection=South, timeInt=11.770280000000001, timeString=11.77, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213757, subwayLine=YUS, stationId=GCN2, trainId=104, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213758, subwayLine=YUS, stationId=GCN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=6.08301037037037, timeString=06.08, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213759, subwayLine=YUS, stationId=GCN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=9.25734888888889, timeString=09.26, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213760, subwayLine=YUS, stationId=LWW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=1.3641333333333332, timeString=01.36, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213761, subwayLine=YUS, stationId=LWW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.447143703703704, timeString=07.45, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213762, subwayLine=YUS, stationId=LWW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=10.621482222222221, timeString=10.62, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213763, subwayLine=YUS, stationId=YKD2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.3903600000000003, timeString=03.39, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213764, subwayLine=YUS, stationId=YKD2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=9.473370370370372, timeString=09.47, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213765, subwayLine=YUS, stationId=YKD2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=12.64770888888889, timeString=12.65, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213766, subwayLine=YUS, stationId=WIL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=5.409813333333333, timeString=05.41, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213767, subwayLine=YUS, stationId=WIL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=11.492823703703705, timeString=11.49, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213768, subwayLine=YUS, stationId=WIL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=14.667162222222222, timeString=14.67, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213769, subwayLine=YUS, stationId=SHW2, trainId=126, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213770, subwayLine=YUS, stationId=SHW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=9.26109111111111, timeString=09.26, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213771, subwayLine=YUS, stationId=SHW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=15.344101481481482, timeString=15.34, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213772, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213773, subwayLine=YUS, stationId=SHW1, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=9.26109111111111, timeString=09.26, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213774, subwayLine=YUS, stationId=SHW1, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=15.344101481481482, timeString=15.34, trainDestination=SHW2, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213775, subwayLine=YUS, stationId=WIL1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=0.5053132444444444, timeString=00.51, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213776, subwayLine=YUS, stationId=WIL1, trainId=125, trainMessage=Delayed, trainDirection=North, timeInt=1.3834799111111111, timeString=01.38, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213777, subwayLine=YUS, stationId=WIL1, trainId=532, trainMessage=Delayed, trainDirection=North, timeInt=2.7868502814814815, timeString=02.79, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213778, subwayLine=YUS, stationId=YKD1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213779, subwayLine=YUS, stationId=YKD1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=1.50114, timeString=01.50, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213780, subwayLine=YUS, stationId=YKD1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=2.5208154666666664, timeString=02.52, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213781, subwayLine=YUS, stationId=LWW1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=1.5437407407407409, timeString=01.54, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213782, subwayLine=YUS, stationId=LWW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213783, subwayLine=YUS, stationId=LWW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=3.5194644444444445, timeString=03.52, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213784, subwayLine=YUS, stationId=GCN1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=2.9022296296296295, timeString=02.90, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213785, subwayLine=YUS, stationId=GCN1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213786, subwayLine=YUS, stationId=GCN1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=4.877953333333333, timeString=04.88, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213787, subwayLine=YUS, stationId=EGW1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=4.722434074074074, timeString=04.72, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213788, subwayLine=YUS, stationId=EGW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=6.207373333333333, timeString=06.21, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213789, subwayLine=YUS, stationId=EGW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=6.698157777777777, timeString=06.70, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213790, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=9.421869629629631, timeString=09.42, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213791, subwayLine=YUS, stationId=SCW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=10.906808888888888, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213792, subwayLine=YUS, stationId=SCW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=11.397593333333331, timeString=11.40, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213793, subwayLine=YUS, stationId=DUP1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=1.4764629629629629, timeString=01.48, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213794, subwayLine=YUS, stationId=DUP1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=12.046407407407406, timeString=12.05, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213795, subwayLine=YUS, stationId=DUP1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=13.531346666666666, timeString=13.53, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213796, subwayLine=YUS, stationId=SPA1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=2.477094074074074, timeString=02.48, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213797, subwayLine=YUS, stationId=SPA1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=13.047038518518518, timeString=13.05, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213798, subwayLine=YUS, stationId=SPA1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=14.531977777777776, timeString=14.53, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213799, subwayLine=YUS, stationId=SGU1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213800, subwayLine=YUS, stationId=SGU1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=3.6067007407407408, timeString=03.61, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213801, subwayLine=YUS, stationId=SGU1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=14.176645185185183, timeString=14.18, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213802, subwayLine=YUS, stationId=MUS1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213803, subwayLine=YUS, stationId=MUS1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=4.808697407407407, timeString=04.81, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213804, subwayLine=YUS, stationId=MUS1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=15.378641851851851, timeString=15.38, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213805, subwayLine=YUS, stationId=QPK1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=2.46453, timeString=02.46, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213806, subwayLine=YUS, stationId=QPK1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=6.0712307407407415, timeString=06.07, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213807, subwayLine=YUS, stationId=QPK1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=16.641175185185183, timeString=16.64, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213808, subwayLine=YUS, stationId=STP1, trainId=119, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213809, subwayLine=YUS, stationId=STP1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=3.6153033333333333, timeString=03.62, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213810, subwayLine=YUS, stationId=STP1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=7.222004074074073, timeString=07.22, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213811, subwayLine=YUS, stationId=OSG1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=0.7511466666666666, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213812, subwayLine=YUS, stationId=OSG1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=4.36645, timeString=04.37, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213813, subwayLine=YUS, stationId=OSG1, trainId=192, trainMessage=Arriving, trainDirection=North, timeInt=7.97315074074074, timeString=07.97, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213814, subwayLine=YUS, stationId=STA1, trainId=94, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213815, subwayLine=YUS, stationId=STA1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=1.5849844444444445, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213816, subwayLine=YUS, stationId=STA1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=5.200287777777778, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213817, subwayLine=YUS, stationId=UNI1, trainId=94, trainMessage=Arriving, trainDirection=North, timeInt=0.9069333333333333, timeString=00.91, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213818, subwayLine=YUS, stationId=UNI1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=2.4919177777777777, timeString=02.49, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213819, subwayLine=YUS, stationId=UNI1, trainId=121, trainMessage=Delayed, trainDirection=North, timeInt=6.1072211111111105, timeString=06.11, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213820, subwayLine=YUS, stationId=KNG1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=0.1840088888888889, timeString=00.18, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213821, subwayLine=YUS, stationId=KNG1, trainId=94, trainMessage=Arriving, trainDirection=North, timeInt=1.7018244444444444, timeString=01.70, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213822, subwayLine=YUS, stationId=KNG1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=3.286808888888889, timeString=03.29, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213823, subwayLine=YUS, stationId=QUN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=1.0096622222222222, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213824, subwayLine=YUS, stationId=QUN1, trainId=94, trainMessage=Arriving, trainDirection=North, timeInt=2.527477777777778, timeString=02.53, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213825, subwayLine=YUS, stationId=QUN1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=4.112462222222222, timeString=04.11, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213826, subwayLine=YUS, stationId=DUN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=1.7641955555555555, timeString=01.76, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213827, subwayLine=YUS, stationId=DUN1, trainId=94, trainMessage=Arriving, trainDirection=North, timeInt=3.282011111111111, timeString=03.28, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213828, subwayLine=YUS, stationId=DUN1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=4.8669955555555555, timeString=04.87, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213829, subwayLine=YUS, stationId=COL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=2.6310533333333335, timeString=02.63, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213830, subwayLine=YUS, stationId=COL1, trainId=94, trainMessage=Arriving, trainDirection=North, timeInt=4.148868888888889, timeString=04.15, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213831, subwayLine=YUS, stationId=COL1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=5.733853333333334, timeString=05.73, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213832, subwayLine=YUS, stationId=WEL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=3.5487111111111114, timeString=03.55, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213833, subwayLine=YUS, stationId=WEL1, trainId=94, trainMessage=Arriving, trainDirection=North, timeInt=5.066526666666666, timeString=05.07, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213834, subwayLine=YUS, stationId=WEL1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=6.651511111111111, timeString=06.65, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213835, subwayLine=YUS, stationId=BLO1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=4.503057777777778, timeString=04.50, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213836, subwayLine=YUS, stationId=BLO1, trainId=94, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213837, subwayLine=YUS, stationId=BLO1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=7.6058577777777785, timeString=07.61, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213838, subwayLine=YUS, stationId=ROS1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
NTASData [id=16594213839, subwayLine=YUS, stationId=ROS1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=5.831631111111111, timeString=05.83, trainDestination=FIN1, createDate=Sun Sep 17 11:39:52 EDT 2017, systemMessageType=Normal]
