NTASData [id=16593287111, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=2.2973154362416106, timeString=02.30, trainDestination=YIE2, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287112, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=7.273087248322147, timeString=07.27, trainDestination=YIE2, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287113, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=2.2973154362416106, timeString=02.30, trainDestination=YIE2, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287114, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=7.273087248322147, timeString=07.27, trainDestination=YIE2, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287115, subwayLine=SHEP, stationId=BSS1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=0.595973154362416, timeString=00.60, trainDestination=DML1, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287116, subwayLine=SHEP, stationId=LES1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=2.1838590604026846, timeString=02.18, trainDestination=DML1, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287117, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=5.688523489932885, timeString=05.69, trainDestination=DML1, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287118, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287119, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=5.688523489932885, timeString=05.69, trainDestination=DML1, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287120, subwayLine=SHEP, stationId=BSS2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=1.340939597315436, timeString=01.34, trainDestination=YIE2, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593287121, subwayLine=SHEP, stationId=BYV2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=3.1321812080536913, timeString=03.13, trainDestination=YIE2, createDate=Sun Sep 17 10:30:49 EDT 2017, systemMessageType=Normal]
