NTASData [id=16594420983, subwayLine=BD, stationId=BAT2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=0.2830959752321982, timeString=00.28, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420984, subwayLine=BD, stationId=BAT2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=4.306461176470589, timeString=04.31, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420985, subwayLine=BD, stationId=BAT2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=8.417399286687306, timeString=08.42, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420986, subwayLine=BD, stationId=CHR2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=1.2514978328173376, timeString=01.25, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420987, subwayLine=BD, stationId=CHR2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=5.274863034055729, timeString=05.27, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420988, subwayLine=BD, stationId=CHR2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=9.385801144272447, timeString=09.39, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420989, subwayLine=BD, stationId=OSS2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=2.5701403690402476, timeString=02.57, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420990, subwayLine=BD, stationId=OSS2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=6.593505570278639, timeString=06.59, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420991, subwayLine=BD, stationId=OSS2, trainId=202, trainMessage=Arriving, trainDirection=West, timeInt=10.704443680495357, timeString=10.70, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420992, subwayLine=BD, stationId=DUF2, trainId=221, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420993, subwayLine=BD, stationId=DUF2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=3.8663673659442734, timeString=03.87, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420994, subwayLine=BD, stationId=DUF2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=7.889732567182664, timeString=07.89, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420995, subwayLine=BD, stationId=LAN2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=0.8257214860681116, timeString=00.83, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420996, subwayLine=BD, stationId=LAN2, trainId=222, trainMessage=Arriving, trainDirection=West, timeInt=4.692088852012384, timeString=04.69, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
NTASData [id=16594420997, subwayLine=BD, stationId=LAN2, trainId=201, trainMessage=Arriving, trainDirection=West, timeInt=8.715454053250776, timeString=08.72, trainDestination=KIP2, createDate=Sun Sep 17 11:55:38 EDT 2017, systemMessageType=Normal]
