NTASData [id=16594180470, subwayLine=YUS, stationId=WEL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=0.23311555555555558, timeString=00.23, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180471, subwayLine=YUS, stationId=WEL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.2823555555555552, timeString=02.28, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180472, subwayLine=YUS, stationId=WEL2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=8.354133333333333, timeString=08.35, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180473, subwayLine=YUS, stationId=COL2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=1.1626266666666667, timeString=01.16, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180474, subwayLine=YUS, stationId=COL2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=3.211866666666667, timeString=03.21, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180475, subwayLine=YUS, stationId=COL2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=9.283644444444443, timeString=09.28, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180476, subwayLine=YUS, stationId=DUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.0294844444444444, timeString=02.03, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180477, subwayLine=YUS, stationId=DUN2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=4.078724444444445, timeString=04.08, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180478, subwayLine=YUS, stationId=DUN2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=10.15050222222222, timeString=10.15, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180479, subwayLine=YUS, stationId=QUN2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.7862755555555556, timeString=02.79, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180480, subwayLine=YUS, stationId=QUN2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=4.835515555555555, timeString=04.84, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180481, subwayLine=YUS, stationId=QUN2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=10.907293333333334, timeString=10.91, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180482, subwayLine=YUS, stationId=KNG2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=3.6119288888888894, timeString=03.61, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594180483, subwayLine=YUS, stationId=KNG2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=5.66116888888889, timeString=05.66, trainDestination=SHW2, createDate=Sun Sep 17 11:37:23 EDT 2017, systemMessageType=Normal]
