NTASData [id=16593497991, subwayLine=SHEP, stationId=LES2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=1.9167785234899328, timeString=01.92, trainDestination=YIE2, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593497992, subwayLine=SHEP, stationId=BSS2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=3.512718120805369, timeString=03.51, trainDestination=YIE2, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593497993, subwayLine=SHEP, stationId=BYV2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=5.303959731543624, timeString=05.30, trainDestination=YIE2, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593497994, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=2.2973154362416106, timeString=02.30, trainDestination=YIE2, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593497995, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=9.444865771812081, timeString=09.44, trainDestination=YIE2, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593497996, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=2.2973154362416106, timeString=02.30, trainDestination=YIE2, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593497997, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=9.444865771812081, timeString=09.44, trainDestination=YIE2, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593497998, subwayLine=SHEP, stationId=BYV1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=1.7778523489932885, timeString=01.78, trainDestination=DML1, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593497999, subwayLine=SHEP, stationId=BSS1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=3.5650671140939596, timeString=03.57, trainDestination=DML1, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593498000, subwayLine=SHEP, stationId=LES1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=5.152953020134228, timeString=05.15, trainDestination=DML1, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593498001, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=2.4020134228187917, timeString=02.40, trainDestination=DML1, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593498002, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=8.657617449664428, timeString=08.66, trainDestination=DML1, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593498003, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=2.4020134228187917, timeString=02.40, trainDestination=DML1, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593498004, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=8.657617449664428, timeString=08.66, trainDestination=DML1, createDate=Sun Sep 17 10:46:43 EDT 2017, systemMessageType=Normal]
