NTASData [id=16593365976, subwayLine=SHEP, stationId=BYV1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=1.278523489932886, timeString=01.28, trainDestination=DML1, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365977, subwayLine=SHEP, stationId=BSS1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.065738255033557, timeString=03.07, trainDestination=DML1, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365978, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=4.653624161073825, timeString=04.65, trainDestination=DML1, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365979, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365980, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365981, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365982, subwayLine=SHEP, stationId=LES2, trainId=464, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365983, subwayLine=SHEP, stationId=BSS2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=1.5959395973154362, timeString=01.60, trainDestination=YIE2, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365984, subwayLine=SHEP, stationId=BYV2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=3.3871812080536916, timeString=03.39, trainDestination=YIE2, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365985, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=7.528087248322147, timeString=07.53, trainDestination=YIE2, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365986, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=DML1, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16593365987, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=7.528087248322147, timeString=07.53, trainDestination=YIE2, createDate=Sun Sep 17 10:36:43 EDT 2017, systemMessageType=Normal]
