NTASData [id=16593728457, subwayLine=SHEP, stationId=BSS2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=0.9161073825503355, timeString=00.92, trainDestination=YIE2, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728458, subwayLine=SHEP, stationId=BYV2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=2.7073489932885906, timeString=02.71, trainDestination=YIE2, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728459, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=0.17718120805369128, timeString=00.18, trainDestination=YIE1, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728460, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=6.848255033557047, timeString=06.85, trainDestination=YIE2, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728461, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=0.17718120805369128, timeString=00.18, trainDestination=YIE1, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728462, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=6.848255033557047, timeString=06.85, trainDestination=YIE2, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728463, subwayLine=SHEP, stationId=BYV1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=1.278523489932886, timeString=01.28, trainDestination=DML1, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728464, subwayLine=SHEP, stationId=BSS1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=3.065738255033557, timeString=03.07, trainDestination=DML1, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728465, subwayLine=SHEP, stationId=LES1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=4.653624161073825, timeString=04.65, trainDestination=DML1, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728466, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728467, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
NTASData [id=16593728468, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 11:04:28 EDT 2017, systemMessageType=Normal]
