NTASData [id=16593182432, subwayLine=BD, stationId=GWD2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=0.1075764705882353, timeString=00.11, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182433, subwayLine=BD, stationId=GWD2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=5.65378439628483, timeString=05.65, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182434, subwayLine=BD, stationId=GWD2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=12.544014642724463, timeString=12.54, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182435, subwayLine=BD, stationId=DON2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=1.299057956656347, timeString=01.30, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182436, subwayLine=BD, stationId=DON2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=6.845265882352942, timeString=06.85, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182437, subwayLine=BD, stationId=DON2, trainId=208, trainMessage=Arriving, trainDirection=West, timeInt=13.735496128792573, timeString=13.74, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182438, subwayLine=BD, stationId=PAP2, trainId=205, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182439, subwayLine=BD, stationId=PAP2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=2.2295249535603716, timeString=02.23, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182440, subwayLine=BD, stationId=PAP2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=7.775732879256967, timeString=07.78, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182441, subwayLine=BD, stationId=CHE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=1.027568916408669, timeString=01.03, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182442, subwayLine=BD, stationId=CHE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=3.2570938699690406, timeString=03.26, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182443, subwayLine=BD, stationId=CHE2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=8.803301795665636, timeString=08.80, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182444, subwayLine=BD, stationId=BRD2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=2.105625169040248, timeString=02.11, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182445, subwayLine=BD, stationId=BRD2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=4.33515012260062, timeString=04.34, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182446, subwayLine=BD, stationId=BRD2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=9.881358048297216, timeString=09.88, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182447, subwayLine=BD, stationId=CFK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=3.4695121040247683, timeString=03.47, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182448, subwayLine=BD, stationId=CFK2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=5.699037057585139, timeString=05.70, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182449, subwayLine=BD, stationId=CFK2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=11.245244983281735, timeString=11.25, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182450, subwayLine=BD, stationId=SHE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=4.432252042105263, timeString=04.43, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182451, subwayLine=BD, stationId=SHE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=6.661776995665635, timeString=06.66, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182452, subwayLine=BD, stationId=SHE2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=12.20798492136223, timeString=12.21, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182453, subwayLine=BD, stationId=YNG2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=0.36802476780185767, timeString=00.37, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182454, subwayLine=BD, stationId=YNG2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=5.789627769659443, timeString=05.79, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182455, subwayLine=BD, stationId=YNG2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=8.019152723219815, timeString=08.02, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182456, subwayLine=BD, stationId=BAU2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=1.1585008049535603, timeString=01.16, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593182457, subwayLine=BD, stationId=BAU2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.580103806811145, timeString=06.58, trainDestination=KIP2, createDate=Sun Sep 17 10:23:27 EDT 2017, systemMessageType=Normal]
