NTASData [id=16593057973, subwayLine=YUS, stationId=ROS1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.0735733333333333, timeString=01.07, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057974, subwayLine=YUS, stationId=ROS1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057975, subwayLine=YUS, stationId=ROS1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=8.495422222222222, timeString=08.50, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057976, subwayLine=YUS, stationId=SUM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.1029911111111113, timeString=02.10, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057977, subwayLine=YUS, stationId=SUM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=8.378864444444444, timeString=08.38, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057978, subwayLine=YUS, stationId=SUM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=9.52484, timeString=09.52, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057979, subwayLine=YUS, stationId=STC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=3.5111511111111113, timeString=03.51, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057980, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=9.787024444444443, timeString=09.79, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057981, subwayLine=YUS, stationId=STC1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=10.933, timeString=10.93, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057982, subwayLine=YUS, stationId=DAV1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.543586666666666, timeString=05.54, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057983, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=11.81946, timeString=11.82, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057984, subwayLine=YUS, stationId=DAV1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=12.965435555555555, timeString=12.97, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057985, subwayLine=YUS, stationId=EGL1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=0.24327555555555555, timeString=00.24, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057986, subwayLine=YUS, stationId=EGL1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=7.15776888888889, timeString=07.16, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057987, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=13.43364222222222, timeString=13.43, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057988, subwayLine=YUS, stationId=LAW1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=4.535182222222223, timeString=04.54, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057989, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=11.449675555555554, timeString=11.45, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057990, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=17.725548888888884, timeString=17.73, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057991, subwayLine=YUS, stationId=YKM1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=8.049848888888889, timeString=08.05, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057992, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=14.964342222222221, timeString=14.96, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057993, subwayLine=YUS, stationId=YKM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=21.24021555555555, timeString=21.24, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057994, subwayLine=YUS, stationId=SHP1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=1.525128888888889, timeString=01.53, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057995, subwayLine=YUS, stationId=SHP1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=11.6362, timeString=11.64, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057996, subwayLine=YUS, stationId=SHP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=18.550693333333335, timeString=18.55, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057997, subwayLine=YUS, stationId=NYC1, trainId=126, trainMessage=Arriving, trainDirection=North, timeInt=2.986346666666667, timeString=02.99, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593057998, subwayLine=YUS, stationId=NYC1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=13.097417777777778, timeString=13.10, trainDestination=FIN1, createDate=Sun Sep 17 10:15:03 EDT 2017, systemMessageType=Normal]
