NTASData [id=16594177713, subwayLine=YUS, stationId=EGW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.27774074074074073, timeString=00.28, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177714, subwayLine=YUS, stationId=EGW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.0869303703703705, timeString=05.09, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177715, subwayLine=YUS, stationId=EGW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=8.79111777777778, timeString=08.79, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177716, subwayLine=YUS, stationId=GCN2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.097380740740741, timeString=02.10, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177717, subwayLine=YUS, stationId=GCN2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=6.90657037037037, timeString=06.91, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177718, subwayLine=YUS, stationId=GCN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=10.610757777777778, timeString=10.61, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177719, subwayLine=YUS, stationId=LWW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.461514074074074, timeString=03.46, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177720, subwayLine=YUS, stationId=LWW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=8.270703703703704, timeString=08.27, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177721, subwayLine=YUS, stationId=LWW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=11.974891111111113, timeString=11.97, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177722, subwayLine=YUS, stationId=YKD2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=5.48774074074074, timeString=05.49, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177723, subwayLine=YUS, stationId=YKD2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=10.29693037037037, timeString=10.30, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177724, subwayLine=YUS, stationId=YKD2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=14.001117777777779, timeString=14.00, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177725, subwayLine=YUS, stationId=WIL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=7.507194074074075, timeString=07.51, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177726, subwayLine=YUS, stationId=WIL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=12.316383703703705, timeString=12.32, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177727, subwayLine=YUS, stationId=WIL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=16.02057111111111, timeString=16.02, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177728, subwayLine=YUS, stationId=SHW2, trainId=126, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177729, subwayLine=YUS, stationId=SHW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=11.358471851851851, timeString=11.36, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177730, subwayLine=YUS, stationId=SHW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=16.16766148148148, timeString=16.17, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177731, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177732, subwayLine=YUS, stationId=SHW1, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=11.358471851851851, timeString=11.36, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177733, subwayLine=YUS, stationId=SHW1, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=16.16766148148148, timeString=16.17, trainDestination=SHW2, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
NTASData [id=16594177734, subwayLine=YUS, stationId=WIL1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=0.5053132444444444, timeString=00.51, trainDestination=FIN1, createDate=Sun Sep 17 11:37:11 EDT 2017, systemMessageType=Normal]
