NTASData [id=16593678833, subwayLine=YUS, stationId=SGU2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.3654777777777778, timeString=00.37, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678834, subwayLine=YUS, stationId=SPA2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.5331844444444447, timeString=01.53, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678835, subwayLine=YUS, stationId=DUP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.530993333333333, timeString=02.53, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678836, subwayLine=YUS, stationId=SCW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=5.155531111111111, timeString=05.16, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678837, subwayLine=YUS, stationId=EGW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.968702222222223, timeString=09.97, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678838, subwayLine=YUS, stationId=GCN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.788342222222223, timeString=11.79, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678839, subwayLine=YUS, stationId=LWW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=13.152475555555556, timeString=13.15, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678840, subwayLine=YUS, stationId=YKD2, trainId=191, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678841, subwayLine=YUS, stationId=YKD2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=15.178702222222224, timeString=15.18, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678842, subwayLine=YUS, stationId=WIL2, trainId=191, trainMessage=Arriving, trainDirection=South, timeInt=2.0194533333333333, timeString=02.02, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678843, subwayLine=YUS, stationId=WIL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=17.198155555555555, timeString=17.20, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678844, subwayLine=YUS, stationId=SHW2, trainId=191, trainMessage=Arriving, trainDirection=South, timeInt=5.870731111111112, timeString=05.87, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678845, subwayLine=YUS, stationId=SHW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=21.049433333333333, timeString=21.05, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678846, subwayLine=YUS, stationId=SHW1, trainId=191, trainMessage=Arriving, trainDirection=South, timeInt=5.870731111111112, timeString=05.87, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593678847, subwayLine=YUS, stationId=SHW1, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=21.049433333333333, timeString=21.05, trainDestination=SHW2, createDate=Sun Sep 17 11:00:35 EDT 2017, systemMessageType=Normal]
