NTASData [id=16593226835, subwayLine=YUS, stationId=WEL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=0.061524444444444444, timeString=00.06, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226836, subwayLine=YUS, stationId=WEL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.489466666666667, timeString=06.49, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226837, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=10.76431111111111, timeString=10.76, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226838, subwayLine=YUS, stationId=COL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=0.9910355555555556, timeString=00.99, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226839, subwayLine=YUS, stationId=COL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=7.418977777777778, timeString=07.42, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226840, subwayLine=YUS, stationId=COL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=11.69382222222222, timeString=11.69, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226841, subwayLine=YUS, stationId=DUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.8578933333333336, timeString=01.86, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226842, subwayLine=YUS, stationId=DUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=8.285835555555556, timeString=08.29, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226843, subwayLine=YUS, stationId=DUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=12.56068, timeString=12.56, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226844, subwayLine=YUS, stationId=QUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=2.614684444444445, timeString=02.61, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226845, subwayLine=YUS, stationId=QUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=9.042626666666667, timeString=09.04, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226846, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=13.31747111111111, timeString=13.32, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226847, subwayLine=YUS, stationId=KNG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.440337777777778, timeString=03.44, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226848, subwayLine=YUS, stationId=KNG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=9.86828, timeString=09.87, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226849, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.143124444444442, timeString=14.14, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226850, subwayLine=YUS, stationId=UNI2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=4.247364444444445, timeString=04.25, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226851, subwayLine=YUS, stationId=UNI2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=10.675306666666668, timeString=10.68, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226852, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.95015111111111, timeString=14.95, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226853, subwayLine=YUS, stationId=STA2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.174053333333333, timeString=05.17, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16593226854, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=11.601995555555556, timeString=11.60, trainDestination=MUS2, createDate=Sun Sep 17 10:26:32 EDT 2017, systemMessageType=Normal]
