NTASData [id=16593682312, subwayLine=YUS, stationId=DAV2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.4967111111111111, timeString=00.50, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682313, subwayLine=YUS, stationId=DAV2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=8.32416888888889, timeString=08.32, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682314, subwayLine=YUS, stationId=DAV2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=13.621786666666665, timeString=13.62, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682315, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.53592, timeString=02.54, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682316, subwayLine=YUS, stationId=STC2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=10.363377777777778, timeString=10.36, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682317, subwayLine=YUS, stationId=STC2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=15.660995555555555, timeString=15.66, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682318, subwayLine=YUS, stationId=SUM2, trainId=3, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682319, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=3.9401288888888883, timeString=03.94, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682320, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=11.767586666666668, timeString=11.77, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682321, subwayLine=YUS, stationId=ROS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.0186933333333332, timeString=01.02, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
NTASData [id=16593682322, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=4.9588222222222225, timeString=04.96, trainDestination=SHW2, createDate=Sun Sep 17 11:01:03 EDT 2017, systemMessageType=Normal]
