NTASData [id=16592863490, subwayLine=SHEP, stationId=LES2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=2.325503355704698, timeString=02.33, trainDestination=YIE2, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863491, subwayLine=SHEP, stationId=BSS2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=3.921442953020134, timeString=03.92, trainDestination=YIE2, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863492, subwayLine=SHEP, stationId=BYV2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=1.0469798657718121, timeString=01.05, trainDestination=YIE2, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863493, subwayLine=SHEP, stationId=BYV2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=5.712684563758389, timeString=05.71, trainDestination=YIE2, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863494, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=5.187885906040268, timeString=05.19, trainDestination=YIE2, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863495, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=9.853590604026845, timeString=09.85, trainDestination=YIE2, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863496, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=5.187885906040268, timeString=05.19, trainDestination=YIE2, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863497, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=9.853590604026845, timeString=09.85, trainDestination=YIE2, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863498, subwayLine=SHEP, stationId=BYV1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=1.278523489932886, timeString=01.28, trainDestination=DML1, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863499, subwayLine=SHEP, stationId=BSS1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=3.065738255033557, timeString=03.07, trainDestination=DML1, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863500, subwayLine=SHEP, stationId=LES1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=4.653624161073825, timeString=04.65, trainDestination=DML1, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863501, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=2.097986577181208, timeString=02.10, trainDestination=DML1, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863502, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863503, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=2.097986577181208, timeString=02.10, trainDestination=DML1, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
NTASData [id=16592863504, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 10:01:48 EDT 2017, systemMessageType=Normal]
