NTASData [id=16593580523, subwayLine=BD, stationId=WDB1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=0.2652609287925697, timeString=00.27, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580524, subwayLine=BD, stationId=WDB1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=4.45805907120743, timeString=04.46, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580525, subwayLine=BD, stationId=WDB1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=9.078190588235294, timeString=09.08, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580526, subwayLine=BD, stationId=MST1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=1.9900952321981427, timeString=01.99, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580527, subwayLine=BD, stationId=MST1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=6.182893374613004, timeString=06.18, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580528, subwayLine=BD, stationId=MST1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=10.803024891640867, timeString=10.80, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580529, subwayLine=BD, stationId=VPK1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=4.165618328173375, timeString=04.17, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580530, subwayLine=BD, stationId=VPK1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=8.358416470588235, timeString=08.36, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580531, subwayLine=BD, stationId=VPK1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=12.978547987616098, timeString=12.98, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580532, subwayLine=BD, stationId=WAR1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=3.687325077399381, timeString=03.69, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580533, subwayLine=BD, stationId=WAR1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=8.107943405572756, timeString=08.11, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580534, subwayLine=BD, stationId=WAR1, trainId=219, trainMessage=Arriving, trainDirection=East, timeInt=12.300741547987617, timeString=12.30, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580535, subwayLine=BD, stationId=KEN1, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580536, subwayLine=BD, stationId=KEN1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=1.9521675640866876, timeString=01.95, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580537, subwayLine=BD, stationId=KEN1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=8.76873210650155, timeString=08.77, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580538, subwayLine=BD, stationId=KEN2, trainId=215, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580539, subwayLine=BD, stationId=KEN2, trainId=296, trainMessage=Delayed, trainDirection=East, timeInt=0.2914756160990713, timeString=00.29, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580540, subwayLine=BD, stationId=KEN2, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=1.9521675640866876, timeString=01.95, trainDestination=KEN1, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580541, subwayLine=BD, stationId=WAR2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=3.7886338030959754, timeString=03.79, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580542, subwayLine=BD, stationId=VPK2, trainId=213, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580543, subwayLine=BD, stationId=VPK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=7.736734038390094, timeString=07.74, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580544, subwayLine=BD, stationId=MST2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=2.2395027863777095, timeString=02.24, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580545, subwayLine=BD, stationId=MST2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=9.976236824767804, timeString=09.98, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580546, subwayLine=BD, stationId=WDB2, trainId=212, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580547, subwayLine=BD, stationId=WDB2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=3.9733961609907125, timeString=03.97, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580548, subwayLine=BD, stationId=WDB2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=11.710130199380808, timeString=11.71, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580549, subwayLine=BD, stationId=COX2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=1.3072677399380805, timeString=01.31, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580550, subwayLine=BD, stationId=COX2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=5.2806639009287935, timeString=05.28, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593580551, subwayLine=BD, stationId=COX2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=13.017397939318888, timeString=13.02, trainDestination=KIP2, createDate=Sun Sep 17 10:52:49 EDT 2017, systemMessageType=Normal]
