NTASData [id=16592987780, subwayLine=YUS, stationId=SUM2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=0.8822266666666667, timeString=00.88, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987781, subwayLine=YUS, stationId=SUM2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=4.384346666666667, timeString=04.38, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987782, subwayLine=YUS, stationId=SUM2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=12.101737777777776, timeString=12.10, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987783, subwayLine=YUS, stationId=ROS2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=1.9009200000000002, timeString=01.90, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987784, subwayLine=YUS, stationId=ROS2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=5.40304, timeString=05.40, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987785, subwayLine=YUS, stationId=ROS2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=13.120431111111113, timeString=13.12, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987786, subwayLine=YUS, stationId=BLO2, trainId=121, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987787, subwayLine=YUS, stationId=BLO2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=3.2289288888888894, timeString=03.23, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987788, subwayLine=YUS, stationId=BLO2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=6.731048888888889, timeString=06.73, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987789, subwayLine=YUS, stationId=WEL2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987790, subwayLine=YUS, stationId=WEL2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=4.183275555555555, timeString=04.18, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987791, subwayLine=YUS, stationId=WEL2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=7.685395555555555, timeString=07.69, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987792, subwayLine=YUS, stationId=COL2, trainId=119, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987793, subwayLine=YUS, stationId=COL2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=1.8838577777777779, timeString=01.88, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987794, subwayLine=YUS, stationId=COL2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=5.112786666666667, timeString=05.11, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987795, subwayLine=YUS, stationId=DUN2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987796, subwayLine=YUS, stationId=DUN2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=2.7507155555555554, timeString=02.75, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987797, subwayLine=YUS, stationId=DUN2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=5.979644444444444, timeString=05.98, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987798, subwayLine=YUS, stationId=QUN2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=1.623648888888889, timeString=01.62, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987799, subwayLine=YUS, stationId=QUN2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=3.5075066666666666, timeString=03.51, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987800, subwayLine=YUS, stationId=QUN2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=6.7364355555555555, timeString=06.74, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987801, subwayLine=YUS, stationId=KNG2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=2.4493022222222223, timeString=02.45, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987802, subwayLine=YUS, stationId=KNG2, trainId=121, trainMessage=Arriving, trainDirection=South, timeInt=4.3331599999999995, timeString=04.33, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16592987803, subwayLine=YUS, stationId=KNG2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=7.562088888888889, timeString=07.56, trainDestination=MUS2, createDate=Sun Sep 17 10:10:22 EDT 2017, systemMessageType=Normal]
