NTASData [id=16593030527, subwayLine=SHEP, stationId=LES2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=1.4939597315436242, timeString=01.49, trainDestination=YIE2, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030528, subwayLine=SHEP, stationId=BSS2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=3.0898993288590604, timeString=03.09, trainDestination=YIE2, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030529, subwayLine=SHEP, stationId=BYV2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=4.881140939597315, timeString=04.88, trainDestination=YIE2, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030530, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=1.7778523489932885, timeString=01.78, trainDestination=YIE2, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030531, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=9.022046979865772, timeString=09.02, trainDestination=YIE2, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030532, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=1.7778523489932885, timeString=01.78, trainDestination=YIE2, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030533, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=9.022046979865772, timeString=09.02, trainDestination=YIE2, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030534, subwayLine=SHEP, stationId=BYV1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=1.278523489932886, timeString=01.28, trainDestination=DML1, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030535, subwayLine=SHEP, stationId=BSS1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.065738255033557, timeString=03.07, trainDestination=DML1, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030536, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=4.653624161073825, timeString=04.65, trainDestination=DML1, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030537, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=2.4020134228187917, timeString=02.40, trainDestination=DML1, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030538, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030539, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=2.4020134228187917, timeString=02.40, trainDestination=DML1, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16593030540, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 10:13:13 EDT 2017, systemMessageType=Normal]
