NTASData [id=16594366346, subwayLine=YUS, stationId=BLO2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=1.073008888888889, timeString=01.07, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366347, subwayLine=YUS, stationId=BLO2, trainId=115, trainMessage=Delayed, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366348, subwayLine=YUS, stationId=BLO2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=11.682662222222222, timeString=11.68, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366349, subwayLine=YUS, stationId=WEL2, trainId=112, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366350, subwayLine=YUS, stationId=WEL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=2.0273555555555554, timeString=02.03, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366351, subwayLine=YUS, stationId=WEL2, trainId=115, trainMessage=Delayed, trainDirection=South, timeInt=8.354133333333333, timeString=08.35, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366352, subwayLine=YUS, stationId=COL2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=0.9295111111111111, timeString=00.93, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366353, subwayLine=YUS, stationId=COL2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=2.9568666666666665, timeString=02.96, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366354, subwayLine=YUS, stationId=COL2, trainId=115, trainMessage=Delayed, trainDirection=South, timeInt=9.283644444444443, timeString=09.28, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366355, subwayLine=YUS, stationId=DUN2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=1.7963688888888891, timeString=01.80, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366356, subwayLine=YUS, stationId=DUN2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=3.8237244444444447, timeString=03.82, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366357, subwayLine=YUS, stationId=DUN2, trainId=115, trainMessage=Delayed, trainDirection=South, timeInt=10.15050222222222, timeString=10.15, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
NTASData [id=16594366358, subwayLine=YUS, stationId=QUN2, trainId=111, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:51:13 EDT 2017, systemMessageType=Normal]
