NTASData [id=16594485895, subwayLine=YUS, stationId=SUM2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=0.5006622222222222, timeString=00.50, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485896, subwayLine=YUS, stationId=SUM2, trainId=16, trainMessage=Delayed, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485897, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=16.42964, timeString=16.43, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485898, subwayLine=YUS, stationId=ROS2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=1.5193555555555553, timeString=01.52, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485899, subwayLine=YUS, stationId=ROS2, trainId=16, trainMessage=Delayed, trainDirection=South, timeInt=6.071777777777777, timeString=06.07, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485900, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=17.44833333333333, timeString=17.45, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485901, subwayLine=YUS, stationId=BLO2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=2.8473644444444446, timeString=02.85, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485902, subwayLine=YUS, stationId=BLO2, trainId=16, trainMessage=Delayed, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485903, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=18.77634222222222, timeString=18.78, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485904, subwayLine=YUS, stationId=WEL2, trainId=115, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594485905, subwayLine=YUS, stationId=WEL2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=3.8017111111111115, timeString=03.80, trainDestination=SHW2, createDate=Sun Sep 17 12:00:42 EDT 2017, systemMessageType=Normal]
