NTASData [id=16594422902, subwayLine=YUS, stationId=GCN2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=0.27631481481481485, timeString=00.28, trainDestination=SHW2, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422926, subwayLine=YUS, stationId=LWW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422927, subwayLine=YUS, stationId=LWW1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=3.5194644444444445, timeString=03.52, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422928, subwayLine=YUS, stationId=GCN1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=3.3768133333333337, timeString=03.38, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422929, subwayLine=YUS, stationId=GCN1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422930, subwayLine=YUS, stationId=GCN1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=4.877953333333333, timeString=04.88, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422931, subwayLine=YUS, stationId=EGW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=5.197017777777778, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422932, subwayLine=YUS, stationId=EGW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=6.207373333333333, timeString=06.21, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422933, subwayLine=YUS, stationId=EGW1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=6.698157777777777, timeString=06.70, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422934, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=3.5700555555555553, timeString=03.57, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422935, subwayLine=YUS, stationId=SCW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=9.896453333333332, timeString=09.90, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422936, subwayLine=YUS, stationId=SCW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=10.906808888888888, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422937, subwayLine=YUS, stationId=DUP1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=6.194593333333334, timeString=06.19, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422938, subwayLine=YUS, stationId=DUP1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=12.52099111111111, timeString=12.52, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422939, subwayLine=YUS, stationId=DUP1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=13.531346666666666, timeString=13.53, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422940, subwayLine=YUS, stationId=SPA1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=7.195224444444444, timeString=07.20, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422941, subwayLine=YUS, stationId=SPA1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=13.521622222222222, timeString=13.52, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422942, subwayLine=YUS, stationId=SPA1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=14.531977777777776, timeString=14.53, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422943, subwayLine=YUS, stationId=SGU1, trainId=109, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422944, subwayLine=YUS, stationId=SGU1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=8.324831111111111, timeString=08.32, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422945, subwayLine=YUS, stationId=SGU1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=14.651228888888888, timeString=14.65, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422946, subwayLine=YUS, stationId=MUS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422947, subwayLine=YUS, stationId=MUS1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=9.526827777777777, timeString=09.53, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422948, subwayLine=YUS, stationId=MUS1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=15.853225555555554, timeString=15.85, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422949, subwayLine=YUS, stationId=QPK1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.46453, timeString=02.46, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422950, subwayLine=YUS, stationId=QPK1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=10.789361111111111, timeString=10.79, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422951, subwayLine=YUS, stationId=QPK1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=17.115758888888887, timeString=17.12, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422952, subwayLine=YUS, stationId=STP1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=0.7586133333333334, timeString=00.76, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422953, subwayLine=YUS, stationId=STP1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.6153033333333333, timeString=03.62, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422954, subwayLine=YUS, stationId=STP1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=11.940134444444444, timeString=11.94, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422955, subwayLine=YUS, stationId=OSG1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=1.50976, timeString=01.51, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422956, subwayLine=YUS, stationId=OSG1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.36645, timeString=04.37, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422957, subwayLine=YUS, stationId=OSG1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=12.69128111111111, timeString=12.69, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422958, subwayLine=YUS, stationId=STA1, trainId=10, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422959, subwayLine=YUS, stationId=STA1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=2.343597777777778, timeString=02.34, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422960, subwayLine=YUS, stationId=STA1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=5.200287777777778, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422961, subwayLine=YUS, stationId=UNI1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=0.9069333333333333, timeString=00.91, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422962, subwayLine=YUS, stationId=UNI1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=3.250531111111111, timeString=03.25, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422963, subwayLine=YUS, stationId=UNI1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.1072211111111105, timeString=06.11, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422964, subwayLine=YUS, stationId=KNG1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=1.7018244444444444, timeString=01.70, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422965, subwayLine=YUS, stationId=KNG1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=4.045422222222222, timeString=04.05, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422966, subwayLine=YUS, stationId=KNG1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.902112222222222, timeString=06.90, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422967, subwayLine=YUS, stationId=QUN1, trainId=107, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422968, subwayLine=YUS, stationId=QUN1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=2.527477777777778, timeString=02.53, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422969, subwayLine=YUS, stationId=QUN1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=4.871075555555556, timeString=04.87, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422970, subwayLine=YUS, stationId=DUN1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.7545333333333333, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422971, subwayLine=YUS, stationId=DUN1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=3.282011111111111, timeString=03.28, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422972, subwayLine=YUS, stationId=DUN1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=5.625608888888889, timeString=05.63, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422973, subwayLine=YUS, stationId=COL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.6213911111111112, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422974, subwayLine=YUS, stationId=COL1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=4.148868888888889, timeString=04.15, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422975, subwayLine=YUS, stationId=COL1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=6.492466666666667, timeString=06.49, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422976, subwayLine=YUS, stationId=WEL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.539048888888889, timeString=02.54, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422977, subwayLine=YUS, stationId=WEL1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=5.066526666666666, timeString=05.07, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422978, subwayLine=YUS, stationId=WEL1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=7.410124444444445, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422979, subwayLine=YUS, stationId=BLO1, trainId=121, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422980, subwayLine=YUS, stationId=BLO1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=3.493395555555556, timeString=03.49, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422981, subwayLine=YUS, stationId=BLO1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422982, subwayLine=YUS, stationId=ROS1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422983, subwayLine=YUS, stationId=ROS1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=4.82196888888889, timeString=04.82, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422984, subwayLine=YUS, stationId=ROS1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422985, subwayLine=YUS, stationId=SUM1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=0.56896, timeString=00.57, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422986, subwayLine=YUS, stationId=SUM1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422987, subwayLine=YUS, stationId=SUM1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=5.8513866666666665, timeString=05.85, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422988, subwayLine=YUS, stationId=STC1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=1.9771199999999998, timeString=01.98, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422989, subwayLine=YUS, stationId=STC1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422990, subwayLine=YUS, stationId=STC1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=7.259546666666667, timeString=07.26, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422991, subwayLine=YUS, stationId=DAV1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=4.009555555555556, timeString=04.01, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422992, subwayLine=YUS, stationId=DAV1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422993, subwayLine=YUS, stationId=DAV1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=9.291982222222222, timeString=09.29, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422994, subwayLine=YUS, stationId=EGL1, trainId=118, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422995, subwayLine=YUS, stationId=EGL1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=5.6237377777777775, timeString=05.62, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422996, subwayLine=YUS, stationId=EGL1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422997, subwayLine=YUS, stationId=LAW1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=0.3031066666666667, timeString=00.30, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422998, subwayLine=YUS, stationId=LAW1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=4.291906666666667, timeString=04.29, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594422999, subwayLine=YUS, stationId=LAW1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=9.915644444444444, timeString=09.92, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423000, subwayLine=YUS, stationId=YKM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.8177733333333332, timeString=03.82, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423001, subwayLine=YUS, stationId=YKM1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=7.806573333333333, timeString=07.81, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423002, subwayLine=YUS, stationId=YKM1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=13.430311111111113, timeString=13.43, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423003, subwayLine=YUS, stationId=SHP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=1.525128888888889, timeString=01.53, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423004, subwayLine=YUS, stationId=SHP1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=7.404124444444443, timeString=07.40, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423005, subwayLine=YUS, stationId=SHP1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=11.392924444444445, timeString=11.39, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423006, subwayLine=YUS, stationId=NYC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.986346666666667, timeString=02.99, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423007, subwayLine=YUS, stationId=NYC1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=8.865342222222223, timeString=08.87, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423008, subwayLine=YUS, stationId=NYC1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=12.854142222222222, timeString=12.85, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423009, subwayLine=YUS, stationId=FIN1, trainId=102, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423010, subwayLine=YUS, stationId=FIN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.5933866666666665, timeString=05.59, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594423011, subwayLine=YUS, stationId=FIN1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=11.472382222222222, timeString=11.47, trainDestination=FIN1, createDate=Sun Sep 17 11:55:47 EDT 2017, systemMessageType=Normal]
