NTASData [id=16593605113, subwayLine=BD, stationId=ISL2, trainId=205, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605114, subwayLine=BD, stationId=ISL2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=1.9724938551083593, timeString=01.97, trainDestination=KIP2, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605115, subwayLine=BD, stationId=ISL2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=6.8742281312693505, timeString=06.87, trainDestination=KIP2, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605116, subwayLine=BD, stationId=KIP2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=2.3483984842105263, timeString=02.35, trainDestination=KIP2, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605117, subwayLine=BD, stationId=KIP2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=4.320892339318886, timeString=04.32, trainDestination=KIP2, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605118, subwayLine=BD, stationId=KIP2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=9.222626615479875, timeString=09.22, trainDestination=KIP2, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605119, subwayLine=BD, stationId=KIP1, trainId=204, trainMessage=Delayed, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605120, subwayLine=BD, stationId=KIP1, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=2.3483984842105263, timeString=02.35, trainDestination=KIP2, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605121, subwayLine=BD, stationId=KIP1, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=4.320892339318886, timeString=04.32, trainDestination=KIP2, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605122, subwayLine=BD, stationId=ISL1, trainId=203, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
NTASData [id=16593605123, subwayLine=BD, stationId=RYK1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=2.0049068136222914, timeString=02.00, trainDestination=KEN1, createDate=Sun Sep 17 10:54:37 EDT 2017, systemMessageType=Normal]
