NTASData [id=16593134812, subwayLine=YUS, stationId=FIN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.33697333333333335, timeString=00.34, trainDestination=FIN2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134813, subwayLine=YUS, stationId=FIN2, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=9.606457777777777, timeString=09.61, trainDestination=FIN1, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134814, subwayLine=YUS, stationId=FIN2, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=18.398422222222223, timeString=18.40, trainDestination=FIN1, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134815, subwayLine=YUS, stationId=YKM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.7657777777777777, timeString=02.77, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134816, subwayLine=YUS, stationId=LAW2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.7676444444444445, timeString=00.77, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134817, subwayLine=YUS, stationId=LAW2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.278751111111111, timeString=06.28, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134818, subwayLine=YUS, stationId=EGL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=5.05052, timeString=05.05, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134819, subwayLine=YUS, stationId=EGL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=10.561626666666665, timeString=10.56, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134820, subwayLine=YUS, stationId=DAV2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.660186666666667, timeString=06.66, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134821, subwayLine=YUS, stationId=DAV2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=12.171293333333335, timeString=12.17, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134822, subwayLine=YUS, stationId=STC2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.200008888888889, timeString=01.20, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134823, subwayLine=YUS, stationId=STC2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=8.699395555555554, timeString=08.70, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134824, subwayLine=YUS, stationId=STC2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.210502222222221, timeString=14.21, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593134825, subwayLine=YUS, stationId=SUM2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=2.604217777777778, timeString=02.60, trainDestination=MUS2, createDate=Sun Sep 17 10:20:14 EDT 2017, systemMessageType=Normal]
