NTASData [id=16594466411, subwayLine=YUS, stationId=STC2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=1.200008888888889, timeString=01.20, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466412, subwayLine=YUS, stationId=STC2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466413, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=16.486084444444444, timeString=16.49, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466414, subwayLine=YUS, stationId=SUM2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=2.604217777777778, timeString=02.60, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466415, subwayLine=YUS, stationId=SUM2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466416, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=17.890293333333332, timeString=17.89, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466417, subwayLine=YUS, stationId=ROS2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=3.6229111111111116, timeString=03.62, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466418, subwayLine=YUS, stationId=ROS2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=6.071777777777777, timeString=06.07, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466419, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=18.908986666666664, timeString=18.91, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466420, subwayLine=YUS, stationId=BLO2, trainId=115, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466421, subwayLine=YUS, stationId=BLO2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=4.95092, timeString=04.95, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466422, subwayLine=YUS, stationId=BLO2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466423, subwayLine=YUS, stationId=WEL2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466424, subwayLine=YUS, stationId=WEL2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=5.905266666666668, timeString=05.91, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466425, subwayLine=YUS, stationId=WEL2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=8.354133333333333, timeString=08.35, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466426, subwayLine=YUS, stationId=COL2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=1.8838577777777779, timeString=01.88, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466427, subwayLine=YUS, stationId=COL2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=6.834777777777777, timeString=06.83, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466428, subwayLine=YUS, stationId=COL2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=9.283644444444443, timeString=09.28, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466429, subwayLine=YUS, stationId=DUN2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=2.7507155555555554, timeString=02.75, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466430, subwayLine=YUS, stationId=DUN2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=7.701635555555557, timeString=07.70, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466431, subwayLine=YUS, stationId=DUN2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=10.15050222222222, timeString=10.15, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466432, subwayLine=YUS, stationId=QUN2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=3.5075066666666666, timeString=03.51, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466433, subwayLine=YUS, stationId=QUN2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=8.458426666666668, timeString=08.46, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466434, subwayLine=YUS, stationId=QUN2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=10.907293333333334, timeString=10.91, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466435, subwayLine=YUS, stationId=KNG2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=0.3917244444444445, timeString=00.39, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466436, subwayLine=YUS, stationId=KNG2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=4.3331599999999995, timeString=04.33, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466437, subwayLine=YUS, stationId=KNG2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=9.28408, timeString=09.28, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466438, subwayLine=YUS, stationId=UNI2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=1.198751111111111, timeString=01.20, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466439, subwayLine=YUS, stationId=UNI2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=5.140186666666667, timeString=05.14, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466440, subwayLine=YUS, stationId=UNI2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=10.091106666666667, timeString=10.09, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466441, subwayLine=YUS, stationId=STA2, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=0.42291, timeString=00.42, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466442, subwayLine=YUS, stationId=STA2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=2.12544, timeString=02.13, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466443, subwayLine=YUS, stationId=STA2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=6.066875555555555, timeString=06.07, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466444, subwayLine=YUS, stationId=OSG2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=0.44026666666666664, timeString=00.44, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466445, subwayLine=YUS, stationId=OSG2, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=1.1181766666666668, timeString=01.12, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466446, subwayLine=YUS, stationId=OSG2, trainId=114, trainMessage=Arriving, trainDirection=South, timeInt=2.8207066666666667, timeString=02.82, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466447, subwayLine=YUS, stationId=STP2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=1.1942355555555555, timeString=01.19, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
NTASData [id=16594466448, subwayLine=YUS, stationId=STP2, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=1.8721455555555555, timeString=01.87, trainDestination=SHW2, createDate=Sun Sep 17 11:59:08 EDT 2017, systemMessageType=Normal]
