NTASData [id=16593307095, subwayLine=YUS, stationId=STC2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=1.4494933333333333, timeString=01.45, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307096, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.917466666666668, timeString=09.92, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307097, subwayLine=YUS, stationId=SUM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.853702222222222, timeString=02.85, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307098, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.321675555555556, timeString=11.32, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307099, subwayLine=YUS, stationId=ROS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.8723955555555554, timeString=03.87, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307100, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.34036888888889, timeString=12.34, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307101, subwayLine=YUS, stationId=BLO2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307102, subwayLine=YUS, stationId=BLO2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.200404444444445, timeString=05.20, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307103, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=13.668377777777778, timeString=13.67, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307104, subwayLine=YUS, stationId=WEL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307105, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.154751111111111, timeString=06.15, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307106, subwayLine=YUS, stationId=WEL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=14.622724444444446, timeString=14.62, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
NTASData [id=16593307107, subwayLine=YUS, stationId=COL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.8838577777777779, timeString=01.88, trainDestination=MUS2, createDate=Sun Sep 17 10:32:16 EDT 2017, systemMessageType=Normal]
