NTASData [id=16593720555, subwayLine=YUS, stationId=NYC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=0.7992533333333333, timeString=00.80, trainDestination=FIN1, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720556, subwayLine=YUS, stationId=NYC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.047502222222223, timeString=04.05, trainDestination=FIN1, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720557, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=12.599142222222222, timeString=12.60, trainDestination=FIN1, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720558, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.406293333333333, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720559, subwayLine=YUS, stationId=FIN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=6.654542222222222, timeString=06.65, trainDestination=FIN1, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720560, subwayLine=YUS, stationId=FIN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=15.206182222222221, timeString=15.21, trainDestination=FIN1, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720561, subwayLine=YUS, stationId=FIN2, trainId=108, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720562, subwayLine=YUS, stationId=FIN2, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.406293333333333, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720563, subwayLine=YUS, stationId=FIN2, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=6.654542222222222, timeString=06.65, trainDestination=FIN1, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720564, subwayLine=YUS, stationId=YKM2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=0.8466666666666667, timeString=00.85, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720565, subwayLine=YUS, stationId=LAW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.35964, timeString=04.36, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720566, subwayLine=YUS, stationId=EGL2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.49106666666666665, timeString=00.49, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720567, subwayLine=YUS, stationId=EGL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=4.027875555555555, timeString=04.03, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720568, subwayLine=YUS, stationId=EGL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=8.642515555555555, timeString=08.64, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720569, subwayLine=YUS, stationId=DAV2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.1007333333333333, timeString=02.10, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720570, subwayLine=YUS, stationId=DAV2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.637542222222222, timeString=05.64, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720571, subwayLine=YUS, stationId=DAV2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=10.252182222222222, timeString=10.25, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720572, subwayLine=YUS, stationId=STC2, trainId=102, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720573, subwayLine=YUS, stationId=STC2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=4.139942222222222, timeString=04.14, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720574, subwayLine=YUS, stationId=STC2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.676751111111111, timeString=07.68, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720575, subwayLine=YUS, stationId=SUM2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=1.4042088888888888, timeString=01.40, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720576, subwayLine=YUS, stationId=SUM2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=5.544151111111111, timeString=05.54, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720577, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=9.08096, timeString=09.08, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720578, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.4229022222222225, timeString=02.42, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720579, subwayLine=YUS, stationId=ROS2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=6.562844444444444, timeString=06.56, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720580, subwayLine=YUS, stationId=ROS2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=10.099653333333334, timeString=10.10, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720581, subwayLine=YUS, stationId=BLO2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=0.45550666666666667, timeString=00.46, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720582, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=3.7509111111111113, timeString=03.75, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720583, subwayLine=YUS, stationId=BLO2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=7.890853333333332, timeString=07.89, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
NTASData [id=16593720584, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.4098533333333334, timeString=01.41, trainDestination=SHW2, createDate=Sun Sep 17 11:03:49 EDT 2017, systemMessageType=Normal]
