NTASData [id=16594535139, subwayLine=YUS, stationId=SGU2, trainId=111, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535140, subwayLine=YUS, stationId=SGU2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=0.6025444444444444, timeString=00.60, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535141, subwayLine=YUS, stationId=SGU2, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=1.8007311111111113, timeString=01.80, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535142, subwayLine=YUS, stationId=SPA2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=1.1677066666666667, timeString=01.17, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535143, subwayLine=YUS, stationId=SPA2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=1.770251111111111, timeString=01.77, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535144, subwayLine=YUS, stationId=SPA2, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=2.968437777777778, timeString=02.97, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535145, subwayLine=YUS, stationId=DUP2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=2.1655155555555554, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535146, subwayLine=YUS, stationId=DUP2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=2.76806, timeString=02.77, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535147, subwayLine=YUS, stationId=DUP2, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=3.9662466666666667, timeString=03.97, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535148, subwayLine=YUS, stationId=SCW2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=4.790053333333333, timeString=04.79, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535149, subwayLine=YUS, stationId=SCW2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=5.392597777777778, timeString=05.39, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535150, subwayLine=YUS, stationId=SCW2, trainId=999, trainMessage=Arriving, trainDirection=South, timeInt=6.590784444444445, timeString=06.59, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535151, subwayLine=YUS, stationId=EGW2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=1.6512592592592592, timeString=01.65, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535152, subwayLine=YUS, stationId=EGW2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=9.603224444444445, timeString=09.60, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535153, subwayLine=YUS, stationId=EGW2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=10.205768888888889, timeString=10.21, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535154, subwayLine=YUS, stationId=GCN2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=3.470899259259259, timeString=03.47, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535155, subwayLine=YUS, stationId=GCN2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=11.422864444444444, timeString=11.42, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535156, subwayLine=YUS, stationId=GCN2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=12.02540888888889, timeString=12.03, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535157, subwayLine=YUS, stationId=LWW2, trainId=93, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535158, subwayLine=YUS, stationId=LWW2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=0.21561777777777777, timeString=00.22, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535159, subwayLine=YUS, stationId=LWW2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=4.835032592592593, timeString=04.84, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535160, subwayLine=YUS, stationId=YKD2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=2.0262266666666666, timeString=02.03, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535161, subwayLine=YUS, stationId=YKD2, trainId=192, trainMessage=Arriving, trainDirection=South, timeInt=2.2418444444444443, timeString=02.24, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535162, subwayLine=YUS, stationId=YKD2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=6.861259259259259, timeString=06.86, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
NTASData [id=16594535163, subwayLine=YUS, stationId=WIL2, trainId=5, trainMessage=Delayed, trainDirection=South, timeInt=0.4154311111111111, timeString=00.42, trainDestination=SHW2, createDate=Sun Sep 17 12:04:29 EDT 2017, systemMessageType=Normal]
