NTASData [id=16593740348, subwayLine=YUS, stationId=SHW1, trainId=122, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740382, subwayLine=YUS, stationId=STA1, trainId=117, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740383, subwayLine=YUS, stationId=STA1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=7.075525555555554, timeString=07.08, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740384, subwayLine=YUS, stationId=STA1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=20.139383333333335, timeString=20.14, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740385, subwayLine=YUS, stationId=UNI1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=0.9069333333333333, timeString=00.91, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740386, subwayLine=YUS, stationId=UNI1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=7.982458888888889, timeString=07.98, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740387, subwayLine=YUS, stationId=UNI1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=21.04631666666667, timeString=21.05, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740388, subwayLine=YUS, stationId=KNG1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=1.7018244444444444, timeString=01.70, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740389, subwayLine=YUS, stationId=KNG1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=8.77735, timeString=08.78, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740390, subwayLine=YUS, stationId=KNG1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=21.841207777777782, timeString=21.84, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740391, subwayLine=YUS, stationId=QUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=2.527477777777778, timeString=02.53, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740392, subwayLine=YUS, stationId=QUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=9.603003333333332, timeString=09.60, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740393, subwayLine=YUS, stationId=QUN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=22.666861111111114, timeString=22.67, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740394, subwayLine=YUS, stationId=DUN1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=3.282011111111111, timeString=03.28, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740395, subwayLine=YUS, stationId=DUN1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=10.357536666666665, timeString=10.36, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740396, subwayLine=YUS, stationId=DUN1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=23.421394444444445, timeString=23.42, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740397, subwayLine=YUS, stationId=COL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=4.148868888888889, timeString=04.15, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740398, subwayLine=YUS, stationId=COL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=11.224394444444444, timeString=11.22, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740399, subwayLine=YUS, stationId=COL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=24.288252222222226, timeString=24.29, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740400, subwayLine=YUS, stationId=WEL1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=5.066526666666666, timeString=05.07, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740401, subwayLine=YUS, stationId=WEL1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=12.142052222222222, timeString=12.14, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740402, subwayLine=YUS, stationId=WEL1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=25.205910000000003, timeString=25.21, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740403, subwayLine=YUS, stationId=BLO1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=0.6993466666666667, timeString=00.70, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740404, subwayLine=YUS, stationId=BLO1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740405, subwayLine=YUS, stationId=BLO1, trainId=16, trainMessage=Arriving, trainDirection=North, timeInt=13.09639888888889, timeString=13.10, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740406, subwayLine=YUS, stationId=ROS1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=0.88392, timeString=00.88, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740407, subwayLine=YUS, stationId=ROS1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=2.02792, timeString=02.03, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740408, subwayLine=YUS, stationId=ROS1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740409, subwayLine=YUS, stationId=SUM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=1.913337777777778, timeString=01.91, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740410, subwayLine=YUS, stationId=SUM1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=3.0573377777777777, timeString=03.06, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740411, subwayLine=YUS, stationId=SUM1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=8.378864444444444, timeString=08.38, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740412, subwayLine=YUS, stationId=STC1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=3.321497777777778, timeString=03.32, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740413, subwayLine=YUS, stationId=STC1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=4.465497777777777, timeString=04.47, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740414, subwayLine=YUS, stationId=STC1, trainId=117, trainMessage=Arriving, trainDirection=North, timeInt=9.787024444444443, timeString=09.79, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740415, subwayLine=YUS, stationId=DAV1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=1.3230577777777777, timeString=01.32, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740416, subwayLine=YUS, stationId=DAV1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=5.353933333333333, timeString=05.35, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740417, subwayLine=YUS, stationId=DAV1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=6.497933333333332, timeString=06.50, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740418, subwayLine=YUS, stationId=EGL1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=2.9372399999999996, timeString=02.94, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740419, subwayLine=YUS, stationId=EGL1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=6.968115555555556, timeString=06.97, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740420, subwayLine=YUS, stationId=EGL1, trainId=115, trainMessage=Arriving, trainDirection=North, timeInt=8.112115555555555, timeString=08.11, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740421, subwayLine=YUS, stationId=LAW1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=1.3416844444444445, timeString=01.34, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740422, subwayLine=YUS, stationId=LAW1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=7.229146666666666, timeString=07.23, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740423, subwayLine=YUS, stationId=LAW1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=11.260022222222222, timeString=11.26, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740424, subwayLine=YUS, stationId=YKM1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=4.8563511111111115, timeString=04.86, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740425, subwayLine=YUS, stationId=YKM1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=10.743813333333334, timeString=10.74, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740426, subwayLine=YUS, stationId=YKM1, trainId=114, trainMessage=Arriving, trainDirection=North, timeInt=14.774688888888887, timeString=14.77, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740427, subwayLine=YUS, stationId=SHP1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=0.44139555555555554, timeString=00.44, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740428, subwayLine=YUS, stationId=SHP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=8.442702222222223, timeString=08.44, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740429, subwayLine=YUS, stationId=SHP1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=14.330164444444442, timeString=14.33, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740430, subwayLine=YUS, stationId=NYC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.9026133333333335, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740431, subwayLine=YUS, stationId=NYC1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=9.903920000000001, timeString=09.90, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740432, subwayLine=YUS, stationId=NYC1, trainId=112, trainMessage=Arriving, trainDirection=North, timeInt=15.791382222222223, timeString=15.79, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740433, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.0528844444444445, timeString=02.05, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740434, subwayLine=YUS, stationId=FIN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.5096533333333335, timeString=04.51, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740435, subwayLine=YUS, stationId=FIN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=12.51096, timeString=12.51, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740436, subwayLine=YUS, stationId=FIN2, trainId=108, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740437, subwayLine=YUS, stationId=FIN2, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.0528844444444445, timeString=02.05, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740438, subwayLine=YUS, stationId=FIN2, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.5096533333333335, timeString=04.51, trainDestination=FIN1, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740439, subwayLine=YUS, stationId=LAW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.8786666666666667, timeString=02.88, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740440, subwayLine=YUS, stationId=EGL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.5635111111111113, timeString=01.56, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740441, subwayLine=YUS, stationId=EGL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=7.161542222222222, timeString=07.16, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740442, subwayLine=YUS, stationId=DAV2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=0.8449733333333334, timeString=00.84, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740443, subwayLine=YUS, stationId=DAV2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=3.1731777777777777, timeString=03.17, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740444, subwayLine=YUS, stationId=DAV2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=8.771208888888888, timeString=08.77, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740445, subwayLine=YUS, stationId=STC2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=2.884182222222222, timeString=02.88, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740446, subwayLine=YUS, stationId=STC2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.212386666666667, timeString=05.21, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740447, subwayLine=YUS, stationId=STC2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=10.810417777777777, timeString=10.81, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740448, subwayLine=YUS, stationId=SUM2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=4.288391111111111, timeString=04.29, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740449, subwayLine=YUS, stationId=SUM2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=6.616595555555556, timeString=06.62, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740450, subwayLine=YUS, stationId=SUM2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=12.214626666666668, timeString=12.21, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740451, subwayLine=YUS, stationId=ROS2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=0.7636933333333333, timeString=00.76, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740452, subwayLine=YUS, stationId=ROS2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=5.3070844444444445, timeString=05.31, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740453, subwayLine=YUS, stationId=ROS2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.635288888888889, timeString=07.64, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740454, subwayLine=YUS, stationId=BLO2, trainId=102, trainMessage=Arriving, trainDirection=South, timeInt=2.091702222222222, timeString=02.09, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740455, subwayLine=YUS, stationId=BLO2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=6.635093333333334, timeString=06.64, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740456, subwayLine=YUS, stationId=BLO2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=8.963297777777777, timeString=08.96, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16593740457, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=0.23311555555555558, timeString=00.23, trainDestination=SHW2, createDate=Sun Sep 17 11:05:19 EDT 2017, systemMessageType=Normal]
