NTASData [id=16593592272, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=0.6040268456375839, timeString=00.60, trainDestination=YIE2, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592273, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=7.528087248322147, timeString=07.53, trainDestination=YIE2, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592274, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=0.6040268456375839, timeString=00.60, trainDestination=YIE2, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592275, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=7.528087248322147, timeString=07.53, trainDestination=YIE2, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592276, subwayLine=SHEP, stationId=BSS1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=0.8959731543624161, timeString=00.90, trainDestination=DML1, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592277, subwayLine=SHEP, stationId=LES1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=2.4838590604026844, timeString=02.48, trainDestination=DML1, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592278, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592279, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=5.988523489932885, timeString=05.99, trainDestination=DML1, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592280, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=5.988523489932885, timeString=05.99, trainDestination=DML1, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592281, subwayLine=SHEP, stationId=LES2, trainId=463, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592282, subwayLine=SHEP, stationId=BSS2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=1.5959395973154362, timeString=01.60, trainDestination=YIE2, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
NTASData [id=16593592283, subwayLine=SHEP, stationId=BYV2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=3.3871812080536916, timeString=03.39, trainDestination=YIE2, createDate=Sun Sep 17 10:53:41 EDT 2017, systemMessageType=Normal]
