NTASData [id=16593397595, subwayLine=BD, stationId=DON1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=0.35103900928792575, timeString=00.35, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397596, subwayLine=BD, stationId=DON1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=4.520764829721363, timeString=04.52, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397597, subwayLine=BD, stationId=DON1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=8.770182167182663, timeString=08.77, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397598, subwayLine=BD, stationId=GWD1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=1.4808055727554184, timeString=01.48, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397599, subwayLine=BD, stationId=GWD1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=5.650531393188855, timeString=05.65, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397600, subwayLine=BD, stationId=GWD1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=9.899948730650156, timeString=09.90, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397601, subwayLine=BD, stationId=COX1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=2.435052631578948, timeString=02.44, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397602, subwayLine=BD, stationId=COX1, trainId=217, trainMessage=Arriving, trainDirection=East, timeInt=6.6047784520123844, timeString=06.60, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397603, subwayLine=BD, stationId=COX1, trainId=218, trainMessage=Arriving, trainDirection=East, timeInt=10.854195789473685, timeString=10.85, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397604, subwayLine=BD, stationId=WDB1, trainId=215, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
NTASData [id=16593397605, subwayLine=BD, stationId=WDB1, trainId=216, trainMessage=Arriving, trainDirection=East, timeInt=3.870421300309598, timeString=03.87, trainDestination=KEN1, createDate=Sun Sep 17 10:39:07 EDT 2017, systemMessageType=Normal]
