NTASData [id=16593349954, subwayLine=YUS, stationId=SHP2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=0.3476977777777778, timeString=00.35, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349955, subwayLine=YUS, stationId=YKM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=3.928404444444444, timeString=03.93, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349956, subwayLine=YUS, stationId=LAW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=7.441377777777777, timeString=07.44, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349957, subwayLine=YUS, stationId=EGL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.0649333333333333, timeString=03.06, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349958, subwayLine=YUS, stationId=EGL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.724253333333333, timeString=11.72, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349959, subwayLine=YUS, stationId=DAV2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=4.6746, timeString=04.67, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349960, subwayLine=YUS, stationId=DAV2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=13.33392, timeString=13.33, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349961, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.713808888888889, timeString=06.71, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349962, subwayLine=YUS, stationId=STC2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=15.373128888888889, timeString=15.37, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349963, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.118017777777778, timeString=08.12, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349964, subwayLine=YUS, stationId=SUM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=16.777337777777777, timeString=16.78, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349965, subwayLine=YUS, stationId=ROS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.7636933333333333, timeString=00.76, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349966, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.136711111111111, timeString=09.14, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349967, subwayLine=YUS, stationId=ROS2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=17.79603111111111, timeString=17.80, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349968, subwayLine=YUS, stationId=BLO2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.091702222222222, timeString=02.09, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349969, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.46472, timeString=10.46, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349970, subwayLine=YUS, stationId=BLO2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=19.124039999999997, timeString=19.12, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349971, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.0460488888888886, timeString=03.05, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349972, subwayLine=YUS, stationId=WEL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.419066666666666, timeString=11.42, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349973, subwayLine=YUS, stationId=WEL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=20.078386666666663, timeString=20.08, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349974, subwayLine=YUS, stationId=COL2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349975, subwayLine=YUS, stationId=COL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.97556, timeString=03.98, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349976, subwayLine=YUS, stationId=COL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.348577777777777, timeString=12.35, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349977, subwayLine=YUS, stationId=DUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.8668577777777778, timeString=00.87, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349978, subwayLine=YUS, stationId=DUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.8424177777777775, timeString=04.84, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349979, subwayLine=YUS, stationId=DUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=13.215435555555555, timeString=13.22, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349980, subwayLine=YUS, stationId=QUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.623648888888889, timeString=01.62, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349981, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.599208888888889, timeString=05.60, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349982, subwayLine=YUS, stationId=QUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=13.972226666666668, timeString=13.97, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
NTASData [id=16593349983, subwayLine=YUS, stationId=KNG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.4493022222222223, timeString=02.45, trainDestination=MUS2, createDate=Sun Sep 17 10:35:27 EDT 2017, systemMessageType=Normal]
