NTASData [id=16594114874, subwayLine=BD, stationId=PAP1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=0.7141095975232199, timeString=00.71, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114875, subwayLine=BD, stationId=PAP1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=4.365131517027864, timeString=04.37, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114876, subwayLine=BD, stationId=PAP1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=7.941912817337462, timeString=07.94, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114877, subwayLine=BD, stationId=DON1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=1.6527863777089782, timeString=01.65, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114878, subwayLine=BD, stationId=DON1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=5.303808297213623, timeString=05.30, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114879, subwayLine=BD, stationId=DON1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=8.88058959752322, timeString=08.88, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114880, subwayLine=BD, stationId=GWD1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=2.782552941176471, timeString=02.78, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114881, subwayLine=BD, stationId=GWD1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=6.433574860681116, timeString=06.43, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114882, subwayLine=BD, stationId=GWD1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=10.010356160990712, timeString=10.01, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114883, subwayLine=BD, stationId=COX1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=3.7368000000000006, timeString=03.74, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
NTASData [id=16594114884, subwayLine=BD, stationId=COX1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=7.387821919504644, timeString=07.39, trainDestination=KEN1, createDate=Sun Sep 17 11:32:32 EDT 2017, systemMessageType=Normal]
