NTASData [id=16593955223, subwayLine=BD, stationId=SHE2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=0.7077399380804954, timeString=00.71, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955224, subwayLine=BD, stationId=SHE2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=4.1772520421052635, timeString=04.18, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955225, subwayLine=BD, stationId=SHE2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=10.283284859442725, timeString=10.28, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955226, subwayLine=BD, stationId=YNG2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=2.0651156656346754, timeString=02.07, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955227, subwayLine=BD, stationId=YNG2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=5.534627769659444, timeString=05.53, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955228, subwayLine=BD, stationId=YNG2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=11.640660586996907, timeString=11.64, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955229, subwayLine=BD, stationId=BAU2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=2.855591702786378, timeString=02.86, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955230, subwayLine=BD, stationId=BAU2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=6.325103806811146, timeString=06.33, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955231, subwayLine=BD, stationId=BAU2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=12.43113662414861, timeString=12.43, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955232, subwayLine=BD, stationId=SGL2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=3.9836596904024772, timeString=03.98, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955233, subwayLine=BD, stationId=SGL2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=7.453171794427245, timeString=07.45, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955234, subwayLine=BD, stationId=SGL2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=13.55920461176471, timeString=13.56, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955235, subwayLine=BD, stationId=BSP2, trainId=215, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955236, subwayLine=BD, stationId=BSP2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=4.789422910216719, timeString=04.79, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955237, subwayLine=BD, stationId=BSP2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=8.258935014241487, timeString=08.26, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955238, subwayLine=BD, stationId=BAT2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=0.9310331888544893, timeString=00.93, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955239, subwayLine=BD, stationId=BAT2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=5.7204560990712086, timeString=05.72, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955240, subwayLine=BD, stationId=BAT2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=9.189968203095976, timeString=09.19, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955241, subwayLine=BD, stationId=CHR2, trainId=214, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
NTASData [id=16593955242, subwayLine=BD, stationId=CHR2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=1.8994350464396286, timeString=01.90, trainDestination=KIP2, createDate=Sun Sep 17 11:20:50 EDT 2017, systemMessageType=Normal]
