NTASData [id=16593208810, subwayLine=YUS, stationId=QPK2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=0.8873066666666667, timeString=00.89, trainDestination=MUS2, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208811, subwayLine=YUS, stationId=QPK2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=2.3365422222222225, timeString=02.34, trainDestination=MUS2, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208812, subwayLine=YUS, stationId=QPK2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=8.658417777777778, timeString=08.66, trainDestination=MUS2, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208813, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208814, subwayLine=YUS, stationId=MUS2, trainId=108, trainMessage=AtStation, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=MUS1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208815, subwayLine=YUS, stationId=MUS2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=2.14984, timeString=02.15, trainDestination=MUS2, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208816, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208817, subwayLine=YUS, stationId=MUS1, trainId=108, trainMessage=AtStation, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=MUS1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208818, subwayLine=YUS, stationId=MUS1, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=2.14984, timeString=02.15, trainDestination=MUS2, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208819, subwayLine=YUS, stationId=STP1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.17949333333333334, timeString=00.18, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208820, subwayLine=YUS, stationId=OSG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.93064, timeString=00.93, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208821, subwayLine=YUS, stationId=STA1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.764477777777778, timeString=01.76, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208822, subwayLine=YUS, stationId=UNI1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=0.4001911111111111, timeString=00.40, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208823, subwayLine=YUS, stationId=UNI1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.671411111111111, timeString=02.67, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208824, subwayLine=YUS, stationId=KNG1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=0.1840088888888889, timeString=00.18, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208825, subwayLine=YUS, stationId=KNG1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=1.1950822222222222, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208826, subwayLine=YUS, stationId=KNG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=3.4663022222222226, timeString=03.47, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208827, subwayLine=YUS, stationId=QUN1, trainId=3, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208828, subwayLine=YUS, stationId=QUN1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=1.0096622222222222, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208829, subwayLine=YUS, stationId=QUN1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=2.0207355555555555, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208830, subwayLine=YUS, stationId=DUN1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=0.7545333333333333, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208831, subwayLine=YUS, stationId=DUN1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=1.7641955555555555, timeString=01.76, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208832, subwayLine=YUS, stationId=DUN1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=2.7752688888888892, timeString=02.78, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208833, subwayLine=YUS, stationId=COL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.6213911111111112, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208834, subwayLine=YUS, stationId=COL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=2.6310533333333335, timeString=02.63, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208835, subwayLine=YUS, stationId=COL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=3.6421266666666665, timeString=03.64, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208836, subwayLine=YUS, stationId=WEL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.539048888888889, timeString=02.54, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208837, subwayLine=YUS, stationId=WEL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=3.5487111111111114, timeString=03.55, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208838, subwayLine=YUS, stationId=WEL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=4.559784444444444, timeString=04.56, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208839, subwayLine=YUS, stationId=BLO1, trainId=104, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208840, subwayLine=YUS, stationId=BLO1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.493395555555556, timeString=03.49, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208841, subwayLine=YUS, stationId=BLO1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=4.503057777777778, timeString=04.50, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208842, subwayLine=YUS, stationId=ROS1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208843, subwayLine=YUS, stationId=ROS1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208844, subwayLine=YUS, stationId=ROS1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=4.82196888888889, timeString=04.82, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208845, subwayLine=YUS, stationId=SUM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=1.0294177777777778, timeString=01.03, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208846, subwayLine=YUS, stationId=SUM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208847, subwayLine=YUS, stationId=SUM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=5.8513866666666665, timeString=05.85, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208848, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.437577777777778, timeString=02.44, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208849, subwayLine=YUS, stationId=STC1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208850, subwayLine=YUS, stationId=STC1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=7.259546666666667, timeString=07.26, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208851, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=4.470013333333333, timeString=04.47, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208852, subwayLine=YUS, stationId=DAV1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208853, subwayLine=YUS, stationId=DAV1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=9.291982222222222, timeString=09.29, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208854, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=6.0841955555555565, timeString=06.08, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208855, subwayLine=YUS, stationId=EGL1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=7.412768888888889, timeString=07.41, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
NTASData [id=16593208856, subwayLine=YUS, stationId=EGL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=10.906164444444444, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 10:25:14 EDT 2017, systemMessageType=Normal]
