NTASData [id=16593861516, subwayLine=BD, stationId=GWD2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=0.1075764705882353, timeString=00.11, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861517, subwayLine=BD, stationId=GWD2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=4.260952198142415, timeString=04.26, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861518, subwayLine=BD, stationId=GWD2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=12.544014642724463, timeString=12.54, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861519, subwayLine=BD, stationId=DON2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=1.299057956656347, timeString=01.30, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861520, subwayLine=BD, stationId=DON2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=5.452433684210527, timeString=05.45, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861521, subwayLine=BD, stationId=DON2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=13.735496128792573, timeString=13.74, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861522, subwayLine=BD, stationId=PAP2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=2.2295249535603716, timeString=02.23, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861523, subwayLine=BD, stationId=PAP2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=6.3829006811145526, timeString=06.38, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861524, subwayLine=BD, stationId=PAP2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=14.665963125696596, timeString=14.67, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861525, subwayLine=BD, stationId=CHE2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=3.2570938699690406, timeString=03.26, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861526, subwayLine=BD, stationId=CHE2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=7.410469597523221, timeString=07.41, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861527, subwayLine=BD, stationId=CHE2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=15.693532042105266, timeString=15.69, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
NTASData [id=16593861528, subwayLine=BD, stationId=BRD2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=4.33515012260062, timeString=04.34, trainDestination=KIP2, createDate=Sun Sep 17 11:14:01 EDT 2017, systemMessageType=Normal]
