NTASData [id=16594079378, subwayLine=YUS, stationId=SGU1, trainId=18, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079379, subwayLine=YUS, stationId=SGU1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=1.3813488888888887, timeString=01.38, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079380, subwayLine=YUS, stationId=SGU1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=1.6511533333333333, timeString=01.65, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079381, subwayLine=YUS, stationId=MUS1, trainId=18, trainMessage=Arriving, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079382, subwayLine=YUS, stationId=MUS1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=2.583345555555556, timeString=02.58, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079383, subwayLine=YUS, stationId=MUS1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=2.8531500000000003, timeString=02.85, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079384, subwayLine=YUS, stationId=QPK1, trainId=18, trainMessage=Arriving, trainDirection=North, timeInt=2.46453, timeString=02.46, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079385, subwayLine=YUS, stationId=QPK1, trainId=534, trainMessage=Arriving, trainDirection=North, timeInt=3.845878888888889, timeString=03.85, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079386, subwayLine=YUS, stationId=QPK1, trainId=118, trainMessage=Arriving, trainDirection=North, timeInt=4.115683333333333, timeString=04.12, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079387, subwayLine=YUS, stationId=STP1, trainId=93, trainMessage=Arriving, trainDirection=North, timeInt=0.8957733333333333, timeString=00.90, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16594079388, subwayLine=YUS, stationId=STP1, trainId=18, trainMessage=Arriving, trainDirection=North, timeInt=3.6153033333333333, timeString=03.62, trainDestination=FIN1, createDate=Sun Sep 17 11:29:54 EDT 2017, systemMessageType=Normal]
