NTASData [id=16593970838, subwayLine=BD, stationId=BSP1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=0.6791472445820435, timeString=00.68, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970839, subwayLine=BD, stationId=BSP1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=3.1510291318885453, timeString=03.15, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970840, subwayLine=BD, stationId=BSP1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=7.978245354798762, timeString=07.98, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970841, subwayLine=BD, stationId=SGL1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=1.5897975232198145, timeString=01.59, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970842, subwayLine=BD, stationId=SGL1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=4.061679410526317, timeString=04.06, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970843, subwayLine=BD, stationId=SGL1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=8.888895633436531, timeString=08.89, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970844, subwayLine=BD, stationId=BAU1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=2.681487678018576, timeString=02.68, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970845, subwayLine=BD, stationId=BAU1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=5.153369565325077, timeString=05.15, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970846, subwayLine=BD, stationId=BAU1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=9.980585788235294, timeString=09.98, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970847, subwayLine=BD, stationId=YNG1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=3.4817305263157903, timeString=03.48, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970848, subwayLine=BD, stationId=YNG1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=5.953612413622292, timeString=05.95, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593970849, subwayLine=BD, stationId=YNG1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=10.780828636532508, timeString=10.78, trainDestination=KEN1, createDate=Sun Sep 17 11:21:57 EDT 2017, systemMessageType=Normal]
