NTASData [id=16594043755, subwayLine=BD, stationId=PAP1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=0.3057436532507741, timeString=00.31, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043756, subwayLine=BD, stationId=PAP1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=5.265590340557276, timeString=05.27, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043757, subwayLine=BD, stationId=PAP1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=8.354542186996905, timeString=08.35, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043758, subwayLine=BD, stationId=DON1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=1.2444204334365327, timeString=01.24, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043759, subwayLine=BD, stationId=DON1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=6.204267120743033, timeString=06.20, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043760, subwayLine=BD, stationId=DON1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=9.293218967182662, timeString=09.29, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043761, subwayLine=BD, stationId=GWD1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=0.32854420309597526, timeString=00.33, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043762, subwayLine=BD, stationId=GWD1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=2.374186996904025, timeString=02.37, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043763, subwayLine=BD, stationId=GWD1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=7.334033684210526, timeString=07.33, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043764, subwayLine=BD, stationId=COX1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=1.2827912619195048, timeString=01.28, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043765, subwayLine=BD, stationId=COX1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=3.3284340557275547, timeString=03.33, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043766, subwayLine=BD, stationId=COX1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=8.288280743034056, timeString=08.29, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043767, subwayLine=BD, stationId=WDB1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=2.718159930650155, timeString=02.72, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043768, subwayLine=BD, stationId=WDB1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=4.763802724458205, timeString=04.76, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043769, subwayLine=BD, stationId=WDB1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=9.723649411764706, timeString=09.72, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043770, subwayLine=BD, stationId=MST1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=4.442994234055727, timeString=04.44, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043771, subwayLine=BD, stationId=MST1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=6.488637027863778, timeString=06.49, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043772, subwayLine=BD, stationId=MST1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=11.448483715170278, timeString=11.45, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043773, subwayLine=BD, stationId=VPK1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=6.618517330030961, timeString=06.62, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043774, subwayLine=BD, stationId=VPK1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=8.66416012383901, timeString=08.66, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043775, subwayLine=BD, stationId=VPK1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=13.62400681114551, timeString=13.62, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043776, subwayLine=BD, stationId=WAR1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=2.4077312693498456, timeString=02.41, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16594043777, subwayLine=BD, stationId=WAR1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=10.560842407430343, timeString=10.56, trainDestination=KEN1, createDate=Sun Sep 17 11:27:17 EDT 2017, systemMessageType=Normal]
