NTASData [id=16593724611, subwayLine=BD, stationId=WAR2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=1.5747666575851396, timeString=01.57, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724612, subwayLine=BD, stationId=VPK2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=5.522866892879257, timeString=05.52, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724613, subwayLine=BD, stationId=MST2, trainId=215, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724614, subwayLine=BD, stationId=MST2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=7.762369679256967, timeString=07.76, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724615, subwayLine=BD, stationId=WDB2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=1.7338933746130034, timeString=01.73, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724616, subwayLine=BD, stationId=WDB2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=9.49626305386997, timeString=09.50, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724617, subwayLine=BD, stationId=COX2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=3.041161114551084, timeString=03.04, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724618, subwayLine=BD, stationId=COX2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=10.80353079380805, timeString=10.80, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724619, subwayLine=BD, stationId=GWD2, trainId=214, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724620, subwayLine=BD, stationId=GWD2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=3.9840843343653254, timeString=03.98, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724621, subwayLine=BD, stationId=GWD2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=11.746454013622294, timeString=11.75, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724622, subwayLine=BD, stationId=DON2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=1.1914814860681116, timeString=01.19, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724623, subwayLine=BD, stationId=DON2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=5.175565820433437, timeString=05.18, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724624, subwayLine=BD, stationId=DON2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=12.937935499690404, timeString=12.94, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724625, subwayLine=BD, stationId=PAP2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=2.1219484829721367, timeString=02.12, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724626, subwayLine=BD, stationId=PAP2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=6.1060328173374625, timeString=06.11, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724627, subwayLine=BD, stationId=PAP2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=13.86840249659443, timeString=13.87, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724628, subwayLine=BD, stationId=CHE2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=3.149517399380805, timeString=03.15, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724629, subwayLine=BD, stationId=CHE2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=7.133601733746131, timeString=07.13, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724630, subwayLine=BD, stationId=CHE2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=14.895971413003096, timeString=14.90, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724631, subwayLine=BD, stationId=BRD2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=4.227573652012384, timeString=04.23, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724632, subwayLine=BD, stationId=BRD2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=8.21165798637771, timeString=08.21, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724633, subwayLine=BD, stationId=BRD2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=15.974027665634676, timeString=15.97, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724634, subwayLine=BD, stationId=CFK2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=0.3810471826625388, timeString=00.38, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724635, subwayLine=BD, stationId=CFK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=5.591460586996904, timeString=05.59, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724636, subwayLine=BD, stationId=CFK2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=9.575544921362232, timeString=09.58, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724637, subwayLine=BD, stationId=SHE2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=1.343787120743034, timeString=01.34, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724638, subwayLine=BD, stationId=SHE2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=6.5542005250774, timeString=06.55, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724639, subwayLine=BD, stationId=SHE2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=10.538284859442726, timeString=10.54, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724640, subwayLine=BD, stationId=YNG2, trainId=212, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724641, subwayLine=BD, stationId=YNG2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=2.701162848297214, timeString=02.70, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724642, subwayLine=BD, stationId=YNG2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=7.91157625263158, timeString=07.91, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724643, subwayLine=BD, stationId=BAU2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=0.7904760371517028, timeString=00.79, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724644, subwayLine=BD, stationId=BAU2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=3.491638885448917, timeString=03.49, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724645, subwayLine=BD, stationId=BAU2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=8.702052289783282, timeString=08.70, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724646, subwayLine=BD, stationId=SGL2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=1.918544024767802, timeString=01.92, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724647, subwayLine=BD, stationId=SGL2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=4.619706873065017, timeString=04.62, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724648, subwayLine=BD, stationId=SGL2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=9.83012027739938, timeString=09.83, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724649, subwayLine=BD, stationId=BSP2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=2.724307244582044, timeString=02.72, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724650, subwayLine=BD, stationId=BSP2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=5.425470092879257, timeString=05.43, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724651, subwayLine=BD, stationId=BSP2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=10.635883497213623, timeString=10.64, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724652, subwayLine=BD, stationId=BAT2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=3.655340433436533, timeString=03.66, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724653, subwayLine=BD, stationId=BAT2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=6.3565032817337475, timeString=06.36, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724654, subwayLine=BD, stationId=BAT2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=11.566916686068112, timeString=11.57, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724655, subwayLine=BD, stationId=CHR2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=4.623742291021673, timeString=04.62, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724656, subwayLine=BD, stationId=CHR2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=7.324905139318886, timeString=07.32, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724657, subwayLine=BD, stationId=CHR2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=12.53531854365325, timeString=12.54, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724658, subwayLine=BD, stationId=OSS2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=0.12376389845201241, timeString=00.12, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
NTASData [id=16593724659, subwayLine=BD, stationId=OSS2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=5.942384827244583, timeString=05.94, trainDestination=KIP2, createDate=Sun Sep 17 11:04:12 EDT 2017, systemMessageType=Normal]
