NTASData [id=16594367773, subwayLine=YUS, stationId=STA1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.2582333333333333, timeString=00.26, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367774, subwayLine=YUS, stationId=STA1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=1.764477777777778, timeString=01.76, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367775, subwayLine=YUS, stationId=STA1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=16.75087, timeString=16.75, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367776, subwayLine=YUS, stationId=UNI1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.1651666666666667, timeString=01.17, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367777, subwayLine=YUS, stationId=UNI1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=2.671411111111111, timeString=02.67, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367778, subwayLine=YUS, stationId=UNI1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=17.65780333333333, timeString=17.66, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367779, subwayLine=YUS, stationId=KNG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.960057777777778, timeString=01.96, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367780, subwayLine=YUS, stationId=KNG1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=3.4663022222222226, timeString=03.47, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367781, subwayLine=YUS, stationId=KNG1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=18.45269444444444, timeString=18.45, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367782, subwayLine=YUS, stationId=QUN1, trainId=121, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367783, subwayLine=YUS, stationId=QUN1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.785711111111111, timeString=02.79, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367784, subwayLine=YUS, stationId=QUN1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=4.291955555555556, timeString=04.29, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594367785, subwayLine=YUS, stationId=DUN1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=0.7545333333333333, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 11:51:19 EDT 2017, systemMessageType=Normal]
