NTASData [id=16593446210, subwayLine=YUS, stationId=DAV1, trainId=107, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446247, subwayLine=YUS, stationId=SUM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=8.118017777777778, timeString=08.12, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446248, subwayLine=YUS, stationId=SUM2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=17.065204444444444, timeString=17.07, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446249, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=0.7636933333333333, timeString=00.76, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446250, subwayLine=YUS, stationId=ROS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.464631111111112, timeString=06.46, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446251, subwayLine=YUS, stationId=ROS2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=9.136711111111111, timeString=09.14, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446252, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=2.091702222222222, timeString=02.09, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446253, subwayLine=YUS, stationId=BLO2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.7926400000000005, timeString=07.79, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446254, subwayLine=YUS, stationId=BLO2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=10.46472, timeString=10.46, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446255, subwayLine=YUS, stationId=WEL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.0460488888888886, timeString=03.05, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446256, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.746986666666666, timeString=08.75, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446257, subwayLine=YUS, stationId=WEL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.419066666666666, timeString=11.42, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446258, subwayLine=YUS, stationId=COL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.97556, timeString=03.98, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446259, subwayLine=YUS, stationId=COL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=9.676497777777776, timeString=09.68, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446260, subwayLine=YUS, stationId=COL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=12.348577777777777, timeString=12.35, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446261, subwayLine=YUS, stationId=DUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=4.8424177777777775, timeString=04.84, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446262, subwayLine=YUS, stationId=DUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=10.543355555555555, timeString=10.54, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446263, subwayLine=YUS, stationId=DUN2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=13.215435555555555, timeString=13.22, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446264, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446265, subwayLine=YUS, stationId=QUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=5.599208888888889, timeString=05.60, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446266, subwayLine=YUS, stationId=QUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=11.300146666666667, timeString=11.30, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446267, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.8256533333333334, timeString=00.83, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446268, subwayLine=YUS, stationId=KNG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.424862222222222, timeString=06.42, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446269, subwayLine=YUS, stationId=KNG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=12.125799999999998, timeString=12.13, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446270, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=1.6326800000000001, timeString=01.63, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446271, subwayLine=YUS, stationId=UNI2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=7.231888888888889, timeString=07.23, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446272, subwayLine=YUS, stationId=UNI2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=12.932826666666665, timeString=12.93, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446273, subwayLine=YUS, stationId=STA2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.559368888888889, timeString=02.56, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446274, subwayLine=YUS, stationId=STA2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.158577777777777, timeString=08.16, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446275, subwayLine=YUS, stationId=STA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=13.859515555555554, timeString=13.86, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446276, subwayLine=YUS, stationId=OSG2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446277, subwayLine=YUS, stationId=OSG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.2546355555555553, timeString=03.25, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446278, subwayLine=YUS, stationId=OSG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.853844444444444, timeString=08.85, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446279, subwayLine=YUS, stationId=STP2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.7539688888888889, timeString=00.75, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446280, subwayLine=YUS, stationId=STP2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.008604444444444, timeString=04.01, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446281, subwayLine=YUS, stationId=STP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.607813333333334, timeString=09.61, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446282, subwayLine=YUS, stationId=QPK2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.8962755555555555, timeString=01.90, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446283, subwayLine=YUS, stationId=QPK2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.15091111111111, timeString=05.15, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446284, subwayLine=YUS, stationId=QPK2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.750119999999999, timeString=10.75, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446285, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446286, subwayLine=YUS, stationId=MUS2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.1588088888888888, timeString=03.16, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446287, subwayLine=YUS, stationId=MUS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.413444444444444, timeString=06.41, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446288, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446289, subwayLine=YUS, stationId=MUS1, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.1588088888888888, timeString=03.16, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446290, subwayLine=YUS, stationId=MUS1, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.413444444444444, timeString=06.41, trainDestination=MUS2, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446291, subwayLine=YUS, stationId=QPK1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=0.6699955555555556, timeString=00.67, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446292, subwayLine=YUS, stationId=STP1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=1.8207688888888889, timeString=01.82, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446293, subwayLine=YUS, stationId=OSG1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=2.571915555555556, timeString=02.57, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446294, subwayLine=YUS, stationId=STA1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=3.4057533333333336, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446295, subwayLine=YUS, stationId=UNI1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=4.312686666666666, timeString=04.31, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446296, subwayLine=YUS, stationId=KNG1, trainId=110, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446297, subwayLine=YUS, stationId=KNG1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=5.107577777777777, timeString=05.11, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446298, subwayLine=YUS, stationId=QUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=0.8256533333333334, timeString=00.83, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446299, subwayLine=YUS, stationId=QUN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=5.9332311111111125, timeString=05.93, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446300, subwayLine=YUS, stationId=DUN1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.5801866666666666, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446301, subwayLine=YUS, stationId=DUN1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=6.6877644444444435, timeString=06.69, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446302, subwayLine=YUS, stationId=COL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=0.6118577777777778, timeString=00.61, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446303, subwayLine=YUS, stationId=COL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.447044444444445, timeString=02.45, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446304, subwayLine=YUS, stationId=COL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=7.554622222222223, timeString=07.55, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446305, subwayLine=YUS, stationId=WEL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=1.5295155555555553, timeString=01.53, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446306, subwayLine=YUS, stationId=WEL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=3.3647022222222223, timeString=03.36, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446307, subwayLine=YUS, stationId=WEL1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=8.47228, timeString=08.47, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446308, subwayLine=YUS, stationId=BLO1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=2.483862222222222, timeString=02.48, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446309, subwayLine=YUS, stationId=BLO1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=4.319048888888888, timeString=04.32, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446310, subwayLine=YUS, stationId=BLO1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=9.426626666666666, timeString=09.43, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446311, subwayLine=YUS, stationId=ROS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=3.8124355555555556, timeString=03.81, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446312, subwayLine=YUS, stationId=ROS1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=5.647622222222223, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446313, subwayLine=YUS, stationId=ROS1, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=10.7552, timeString=10.76, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446314, subwayLine=YUS, stationId=SUM1, trainId=108, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446315, subwayLine=YUS, stationId=SUM1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.841853333333333, timeString=04.84, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446316, subwayLine=YUS, stationId=SUM1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=6.67704, timeString=06.68, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446317, subwayLine=YUS, stationId=STC1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=1.40816, timeString=01.41, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446318, subwayLine=YUS, stationId=STC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.250013333333333, timeString=06.25, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16593446319, subwayLine=YUS, stationId=STC1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=8.0852, timeString=08.09, trainDestination=FIN1, createDate=Sun Sep 17 10:42:47 EDT 2017, systemMessageType=Normal]
