NTASData [id=16594524914, subwayLine=YUS, stationId=GCN1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=0.9229074074074074, timeString=00.92, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524915, subwayLine=YUS, stationId=GCN1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=3.3768133333333337, timeString=03.38, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524916, subwayLine=YUS, stationId=GCN1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524917, subwayLine=YUS, stationId=EGW1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=2.743111851851852, timeString=02.74, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524918, subwayLine=YUS, stationId=EGW1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=5.197017777777778, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524919, subwayLine=YUS, stationId=EGW1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=6.207373333333333, timeString=06.21, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524920, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=0.7879259259259259, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524921, subwayLine=YUS, stationId=SCW1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=3.5700555555555553, timeString=03.57, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524922, subwayLine=YUS, stationId=SCW1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=7.442547407407407, timeString=07.44, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524923, subwayLine=YUS, stationId=DUP1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=3.412463703703704, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524924, subwayLine=YUS, stationId=DUP1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=6.194593333333334, timeString=06.19, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524925, subwayLine=YUS, stationId=DUP1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=10.067085185185185, timeString=10.07, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524926, subwayLine=YUS, stationId=SPA1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=4.413094814814815, timeString=04.41, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524927, subwayLine=YUS, stationId=SPA1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=7.195224444444444, timeString=07.20, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524928, subwayLine=YUS, stationId=SPA1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=11.067716296296295, timeString=11.07, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524929, subwayLine=YUS, stationId=SGU1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=5.5427014814814815, timeString=05.54, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524930, subwayLine=YUS, stationId=SGU1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=8.324831111111111, timeString=08.32, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524931, subwayLine=YUS, stationId=SGU1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=12.197322962962962, timeString=12.20, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524932, subwayLine=YUS, stationId=MUS1, trainId=110, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524933, subwayLine=YUS, stationId=MUS1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=6.744698148148149, timeString=06.74, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524934, subwayLine=YUS, stationId=MUS1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=9.526827777777777, timeString=09.53, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524935, subwayLine=YUS, stationId=QPK1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=1.2625333333333333, timeString=01.26, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524936, subwayLine=YUS, stationId=QPK1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=8.007231481481481, timeString=08.01, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524937, subwayLine=YUS, stationId=QPK1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=10.789361111111111, timeString=10.79, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524938, subwayLine=YUS, stationId=STP1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=2.4133066666666663, timeString=02.41, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594524939, subwayLine=YUS, stationId=STP1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=9.158004814814817, timeString=09.16, trainDestination=FIN1, createDate=Sun Sep 17 12:03:42 EDT 2017, systemMessageType=Normal]
